id,mlp,proba_0,proba_1
20864,1,6.4394045651283705e-09,0.9999999935605954
20865,1,1.1614319752606406e-06,0.9999988385680247
20866,1,3.3526514897630477e-12,0.9999999999966473
20867,1,6.112887973586112e-13,0.9999999999993887
20868,1,0.09862523379102517,0.9013747662089748
20869,0,0.9999651440242314,3.48559757685588e-05
20870,1,9.134915046615788e-13,0.9999999999990865
20871,1,3.982895836474043e-07,0.9999996017104164
20872,1,1.0617284829095297e-11,0.9999999999893827
20873,0,0.9999999994398583,5.601417041349753e-10
20874,0,0.999999999645692,3.543079738164766e-10
20875,1,0.06280300052366816,0.9371969994763318
20876,0,0.9999999998990956,1.0090439346717369e-10
20877,0,0.9999999993584552,6.41544823484591e-10
20878,1,2.7872766317216247e-09,0.9999999972127234
20879,0,0.9999999998093809,1.9061910590740051e-10
20880,0,0.9999999999945735,5.426520733996359e-12
20881,1,1.3526302300448378e-09,0.9999999986473698
20882,0,0.9420190948054713,0.05798090519452868
20883,1,0.0,1.0
20884,1,6.137630403912908e-10,0.999999999386237
20885,1,4.031457390141213e-10,0.9999999995968543
20886,1,5.956703297727017e-06,0.9999940432967023
20887,0,0.9999999999054187,9.458132572523231e-11
20888,0,0.9999999995235317,4.764682752487094e-10
20889,0,0.9999999998405867,1.5941324209105358e-10
20890,1,2.972289081526469e-12,0.9999999999970277
20891,0,0.9999999999971473,2.8527631090926353e-12
20892,0,0.9999999996093281,3.9067190217755895e-10
20893,1,3.675970638994386e-11,0.9999999999632403
20894,1,7.888800723776512e-12,0.9999999999921112
20895,0,0.9999999636843933,3.631560678921478e-08
20896,0,0.9999999999888189,1.1181049988120251e-11
20897,0,0.9999999999069458,9.30541889935017e-11
20898,1,1.8241499688542717e-07,0.9999998175850031
20899,1,0.01716065451679616,0.9828393454832038
20900,0,0.99998714685215,1.2853147850078423e-05
20901,1,3.6859404417555197e-13,0.9999999999996314
20902,1,1.3898702173165134e-05,0.9999861012978268
20903,0,0.9999999997473021,2.526978337175635e-10
20904,0,0.9999998761996942,1.2380030578633118e-07
20905,0,0.9999999996234995,3.765004657989157e-10
20906,1,2.722533309906794e-11,0.9999999999727747
20907,0,0.999999983164117,1.683588306587234e-08
20908,1,0.0,1.0
20909,1,4.168665412862538e-12,0.9999999999958313
20910,1,0.270126945459627,0.729873054540373
20911,0,0.9662099921056198,0.03379000789438019
20912,0,0.9999999999022408,9.77592833235746e-11
20913,0,0.9999991474854261,8.52514573963967e-07
20914,0,0.9999999537231679,4.6276832195180794e-08
20915,0,0.999998621305864,1.3786941360065441e-06
20916,0,0.9999999999068304,9.316956429314845e-11
20917,1,1.0049960863511842e-11,0.99999999998995
20918,0,0.9999999998385598,1.61440224931697e-10
20919,1,0.0,1.0
20920,0,0.9999929032038918,7.0967961082004514e-06
20921,0,0.9999932316938702,6.768306129801643e-06
20922,1,3.419486915845482e-14,0.9999999999999658
20923,0,0.9999958626387402,4.137361259770527e-06
20924,0,0.9999420445649114,5.795543508858112e-05
20925,1,4.863853320102862e-09,0.9999999951361467
20926,1,0.0,1.0
20927,1,0.04228602109485635,0.9577139789051436
20928,1,4.4653170050423796e-13,0.9999999999995535
20929,0,0.9998423851296859,0.0001576148703140453
20930,1,2.044770797127171e-09,0.9999999979552292
20931,0,0.9999999999069553,9.304465153611836e-11
20932,1,2.4424906541753444e-15,0.9999999999999976
20933,0,0.9999999526430338,4.7356966280963106e-08
20934,0,0.9999999912610199,8.738980089170376e-09
20935,0,0.9999999964859899,3.5140101127069562e-09
20936,0,0.9999999999069553,9.30446463911741e-11
20937,1,7.503817567311444e-10,0.9999999992496182
20938,1,1.2194023568667944e-11,0.999999999987806
20939,1,7.631228982063476e-12,0.9999999999923688
20940,1,3.856957297987407e-08,0.999999961430427
20941,0,0.9999999923210062,7.678993783896261e-09
20942,1,2.220446049250313e-16,0.9999999999999998
20943,1,0.0,1.0
20944,1,4.718447854656915e-13,0.9999999999995282
20945,0,0.9999999995392235,4.607765010480093e-10
20946,1,1.3209433546990113e-12,0.9999999999986791
20947,0,0.9460040801709788,0.05399591982902118
20948,0,0.9999999999067796,9.322038039100092e-11
20949,0,0.9999998770491587,1.229508412359719e-07
20950,1,9.823186708501908e-11,0.9999999999017681
20951,1,0.0006480499320519195,0.9993519500679481
20952,0,0.9999999999791078,2.0892205435491246e-11
20953,1,8.219996749936342e-07,0.999999178000325
20954,0,0.9999999996339085,3.66091461260405e-10
20955,1,5.2365178859759e-10,0.9999999994763482
20956,0,0.9999999995968349,4.0316510607523566e-10
20957,1,2.442159396931487e-08,0.999999975578406
20958,1,0.002090350911453598,0.9979096490885464
20959,1,7.076321528742824e-09,0.9999999929236785
20960,1,0.0,1.0
20961,1,1.7852386235972517e-12,0.9999999999982148
20962,1,5.206057807072284e-12,0.9999999999947939
20963,1,2.720246250476066e-10,0.9999999997279754
20964,0,0.9999808738983421,1.912610165783276e-05
20965,1,4.2787995369053533e-13,0.9999999999995721
20966,1,0.0009504584354173007,0.9990495415645827
20967,1,2.8869214796500842e-08,0.9999999711307852
20968,1,0.0,1.0
20969,0,0.9999999967067015,3.2932985750332495e-09
20970,0,0.9999999991032882,8.967118002252497e-10
20971,0,0.9999956169917833,4.3830082166591606e-06
20972,0,0.9999911770953146,8.822904685422072e-06
20973,1,2.3568258455952673e-11,0.9999999999764317
20974,0,0.9999999996823521,3.1764787929615667e-10
20975,0,0.9999999999994736,5.263105945504825e-13
20976,0,0.9999999999993142,6.858220699078091e-13
20977,0,0.9995820649687727,0.00041793503122728733
20978,0,0.999999984791317,1.5208682971008496e-08
20979,0,0.9917893585155053,0.00821064148449471
20980,0,0.9999996053794739,3.946205260959098e-07
20981,0,0.9999999764129381,2.3587061822419173e-08
20982,0,0.9999999995328402,4.671597720586797e-10
20983,1,4.0529801736965965e-11,0.9999999999594702
20984,0,0.9999999993365585,6.634415032302185e-10
20985,1,0.0,1.0
20986,1,8.99324693162118e-05,0.9999100675306838
20987,0,0.9999999996234789,3.765211646696748e-10
20988,1,6.71562328191655e-07,0.9999993284376718
20989,0,0.9999999904362317,9.563768329049939e-09
20990,1,5.227567267951372e-10,0.9999999994772433
20991,0,0.9999971970770222,2.802922977786303e-06
20992,0,0.9999999999069185,9.308156874737327e-11
20993,0,0.9999999985918873,1.4081127307299995e-09
20994,1,1.9673151996357774e-13,0.9999999999998033
20995,1,2.020605904817785e-14,0.9999999999999798
20996,0,0.9877688787081085,0.012231121291891477
20997,0,0.9998758971876117,0.00012410281238830646
20998,1,0.0,1.0
20999,0,0.9999999984859482,1.5140517454806945e-09
21000,0,0.9999999999069553,9.304464839952781e-11
21001,1,0.0,1.0
21002,0,0.9996890361560731,0.0003109638439268982
21003,1,1.425792817144611e-11,0.9999999999857421
21004,1,9.575851223075915e-11,0.9999999999042415
21005,1,1.13572401927442e-07,0.9999998864275981
21006,1,2.220446049250313e-16,0.9999999999999998
21007,1,3.007899396223479e-08,0.999999969921006
21008,0,0.9999999999036976,9.630241236059944e-11
21009,1,2.104084473542045e-06,0.9999978959155265
21010,0,0.999999999624019,3.759810198827702e-10
21011,1,0.08293262481826569,0.9170673751817343
21012,1,1.0726066778765642e-05,0.9999892739332212
21013,0,0.9999999999516344,4.836562531663652e-11
21014,1,3.4331987879610004e-05,0.9999656680121204
21015,1,1.0755878521173656e-08,0.9999999892441215
21016,1,1.6653345369377348e-14,0.9999999999999833
21017,0,0.9999994660822754,5.339177245613784e-07
21018,0,0.9999999999067556,9.324441153467268e-11
21019,1,6.723510637129948e-13,0.9999999999993276
21020,0,0.9999999997375454,2.6245465599923616e-10
21021,1,1.7285506359598912e-10,0.9999999998271449
21022,0,0.5234616150791092,0.4765383849208908
21023,0,0.9999999998991668,1.0083318729388262e-10
21024,0,0.9999992934478686,7.065521313574079e-07
21025,1,4.563016631209393e-13,0.9999999999995437
21026,1,4.884981308350689e-15,0.9999999999999951
21027,1,7.134293156241256e-13,0.9999999999992866
21028,0,0.9999998627709487,1.3722905129891358e-07
21029,0,0.9999999996353691,3.646309134580751e-10
21030,0,0.9999994578481706,5.421518294406937e-07
21031,0,0.9999998770506194,1.2294938055106839e-07
21032,1,0.0011009182092286407,0.9988990817907714
21033,1,1.2769015078628598e-07,0.9999998723098492
21034,1,0.0,1.0
21035,0,0.9999999944999274,5.5000725737648754e-09
21036,1,9.583112081656964e-11,0.9999999999041689
21037,1,3.452371721834879e-11,0.9999999999654763
21038,1,5.070939224083304e-10,0.9999999994929061
21039,0,0.9999907333451357,9.26665486436876e-06
21040,1,3.774758283725532e-15,0.9999999999999962
21041,1,6.430411758628907e-13,0.999999999999357
21042,0,0.9999999997472175,2.5278244496943347e-10
21043,1,1.2378185143546716e-09,0.9999999987621815
21044,1,1.0078382572942246e-11,0.9999999999899216
21045,0,0.9999999980949942,1.905005826113691e-09
21046,0,0.999980798209617,1.9201790382994837e-05
21047,1,0.0,1.0
21048,1,0.13103900911594857,0.8689609908840514
21049,1,3.318101349236713e-11,0.999999999966819
21050,1,4.1086366886489145e-07,0.9999995891363311
21051,1,3.9761083314715506e-11,0.9999999999602389
21052,1,5.425120919166915e-08,0.9999999457487908
21053,0,0.9999999999526905,4.730943779282685e-11
21054,1,0.19033734660569301,0.809662653394307
21055,0,0.9999994501766724,5.498233276462401e-07
21056,0,0.9999999994403854,5.596146080673949e-10
21057,1,1.0432523600556465e-07,0.999999895674764
21058,1,6.8833827526759706e-15,0.9999999999999931
21059,1,0.0,1.0
21060,0,0.9999999997471039,2.52896141999084e-10
21061,1,0.0001738271249710488,0.999826172875029
21062,1,1.3566925360919413e-12,0.9999999999986433
21063,0,0.999696365316996,0.00030363468300401007
21064,1,7.04535073614565e-08,0.9999999295464926
21065,1,1.8274270985330077e-13,0.9999999999998173
21066,1,0.0012625527599973152,0.9987374472400027
21067,1,0.00038686342744642666,0.9996131365725536
21068,0,0.9999999882717859,1.1728214018638819e-08
21069,1,4.720157598114838e-11,0.9999999999527984
21070,0,0.9999967828434705,3.2171565294764912e-06
21071,1,1.894898254306554e-06,0.9999981051017457
21072,1,8.274335328017912e-09,0.9999999917256647
21073,1,0.0,1.0
21074,0,0.9999999990973569,9.026431028946637e-10
21075,0,0.9999998770486592,1.229513408242507e-07
21076,0,0.9999999999889803,1.1019705037753533e-11
21077,0,0.9999999993592715,6.407284553974827e-10
21078,0,0.9999999999992377,7.62326550370884e-13
21079,1,1.0121651743077997e-05,0.9999898783482569
21080,1,4.374837603293713e-09,0.9999999956251624
21081,1,0.0,1.0
21082,0,0.9999802238134711,1.9776186528935132e-05
21083,1,0.0,1.0
21084,1,5.795195434643574e-10,0.9999999994204805
21085,0,0.9999999999069517,9.304834700503445e-11
21086,0,0.9999996390481427,3.609518573039043e-07
21087,1,6.143658914936623e-10,0.9999999993856341
21088,0,0.9999999999927696,7.230443496345142e-12
21089,1,0.0015444421707798694,0.9984555578292201
21090,0,0.9999999965307781,3.4692219507112293e-09
21091,0,0.939420964487494,0.06057903551250601
21092,0,0.9999999999540193,4.598067512719442e-11
21093,1,0.0,1.0
21094,1,1.1752820938681907e-12,0.9999999999988247
21095,1,2.3089796741260216e-10,0.999999999769102
21096,1,0.0,1.0
21097,1,8.502738513271879e-10,0.9999999991497261
21098,1,4.0321079808336435e-12,0.9999999999959679
21099,0,0.9999999999992484,7.515959320346071e-13
21100,0,0.9999999999878291,1.2170967917684297e-11
21101,1,0.07054365465885415,0.9294563453411459
21102,1,1.8298920105852545e-05,0.9999817010798941
21103,1,1.871836019518014e-13,0.9999999999998128
21104,1,0.010538076479430503,0.9894619235205695
21105,0,0.9999999856912797,1.4308720373528585e-08
21106,0,0.9999999706118448,2.938815518836739e-08
21107,1,5.302203121004823e-12,0.9999999999946978
21108,0,0.9994692549181394,0.0005307450818605505
21109,0,0.9999968843425381,3.115657461968341e-06
21110,0,0.9999999999054827,9.451730589019093e-11
21111,0,0.9923029873078771,0.007697012692122865
21112,1,2.943070231964384e-10,0.999999999705693
21113,0,0.999999997370837,2.629162966501829e-09
21114,0,0.9999801259345356,1.987406546447351e-05
21115,1,6.925045370476113e-08,0.9999999307495463
21116,0,0.9999999999069547,9.304531874920752e-11
21117,1,1.3322676295501878e-15,0.9999999999999987
21118,0,0.9999999998017306,1.982694147711288e-10
21119,1,0.06792369137493304,0.932076308625067
21120,0,0.9999999848287071,1.5171292843713853e-08
21121,0,0.9999999997201612,2.7983877413785137e-10
21122,0,0.9994926397768588,0.0005073602231412691
21123,0,0.9999999999676004,3.239959401601258e-11
21124,0,0.9999999329716701,6.702832984144829e-08
21125,1,1.1102230246251565e-15,0.9999999999999989
21126,1,0.0,1.0
21127,0,0.9999259832333864,7.401676661356823e-05
21128,0,0.9999999999069181,9.308184258508932e-11
21129,1,0.0,1.0
21130,1,0.403061984590788,0.596938015409212
21131,0,0.9999960628027621,3.937197237867618e-06
21132,1,0.0,1.0
21133,1,4.440892098500626e-16,0.9999999999999996
21134,0,0.9999999999060608,9.393920168279971e-11
21135,1,0.0,1.0
21136,1,8.12758971235894e-10,0.999999999187241
21137,1,0.06077918441791741,0.9392208155820826
21138,0,0.9999999998586248,1.4137522880016527e-10
21139,0,0.9999999655348886,3.446511146959793e-08
21140,1,1.0581470477610821e-08,0.9999999894185295
21141,1,4.168776435165e-11,0.9999999999583122
21142,1,5.6817277216403284e-08,0.9999999431827228
21143,0,0.9999999999069553,9.30446462687125e-11
21144,1,0.0,1.0
21145,0,0.9999999849560604,1.504393961339724e-08
21146,1,0.015481306325447308,0.9845186936745527
21147,1,2.311262292664651e-12,0.9999999999976887
21148,0,0.9360080395208603,0.06399196047913965
21149,0,0.9999331112030689,6.688879693106278e-05
21150,0,0.9950369025303524,0.004963097469647648
21151,1,0.0025508554057058763,0.9974491445942941
21152,1,4.6629367034256575e-15,0.9999999999999953
21153,1,3.040316945202015e-05,0.999969596830548
21154,0,0.9999999999069553,9.30446466873432e-11
21155,1,3.1965541325007507e-12,0.9999999999968034
21156,0,0.9983640457261477,0.0016359542738522874
21157,1,4.640989148541053e-09,0.9999999953590109
21158,0,0.9997019035753902,0.000298096424609773
21159,0,0.9999999999885175,1.1482486528485628e-11
21160,1,5.321743046238225e-12,0.9999999999946783
21161,0,0.7735047434628464,0.2264952565371536
21162,1,3.1308289294429414e-14,0.9999999999999687
21163,1,1.3322676295501878e-14,0.9999999999999867
21164,1,3.552713678800501e-15,0.9999999999999964
21165,0,0.9999999999069521,9.304785169262973e-11
21166,0,0.9569802380612847,0.04301976193871527
21167,0,0.9999983126913142,1.6873086858042167e-06
21168,0,0.999028647551958,0.000971352448042051
21169,0,0.992553772277844,0.007446227722155952
21170,0,0.9999999999069369,9.306307491388146e-11
21171,1,3.3306690738754696e-15,0.9999999999999967
21172,0,0.999999999736368,2.6363196427420905e-10
21173,1,0.000283602683200046,0.9997163973168
21174,1,9.438724579702296e-09,0.9999999905612754
21175,0,0.9999993929912097,6.070087903528569e-07
21176,0,0.9989666371299176,0.0010333628700824008
21177,1,6.55386715897599e-07,0.9999993446132841
21178,0,0.9999703490985942,2.965090140585744e-05
21179,0,0.9999999999068534,9.314662588502398e-11
21180,0,0.9999999999069548,9.304521474808615e-11
21181,1,3.974527929451188e-05,0.9999602547207055
21182,1,8.965489284307182e-07,0.9999991034510716
21183,0,0.9999999997573374,2.4266258953787697e-10
21184,1,6.661338147750939e-16,0.9999999999999993
21185,1,0.0,1.0
21186,1,1.0059649563687323e-05,0.9999899403504363
21187,0,0.9999620140222026,3.798597779737712e-05
21188,0,0.9999999999959726,4.02746860135389e-12
21189,0,0.999999869818858,1.3018114197085215e-07
21190,1,1.0050182908116767e-11,0.9999999999899498
21191,1,2.220446049250313e-16,0.9999999999999998
21192,1,5.61362922146813e-07,0.9999994386370779
21193,1,4.583173168004606e-05,0.99995416826832
21194,0,0.9999999996495116,3.504884468176752e-10
21195,0,0.9999999989081692,1.0918308004966918e-09
21196,0,0.9993271269547968,0.0006728730452032644
21197,0,0.9952129764383983,0.0047870235616017075
21198,0,0.9999999998876308,1.1236927725894826e-10
21199,0,0.9999963936304297,3.606369570355584e-06
21200,0,0.9999999999885166,1.1483421852795392e-11
21201,0,0.9999999884427365,1.1557263500610787e-08
21202,0,0.9999938984995781,6.1015004219380844e-06
21203,0,0.9999999977947819,2.2052181645754805e-09
21204,1,0.006673750956255775,0.9933262490437442
21205,0,0.9999999944862743,5.513725743640715e-09
21206,0,0.999481463406342,0.0005185365936580008
21207,1,2.0361987651540403e-09,0.9999999979638012
21208,0,0.999999999898121,1.0187898300597019e-10
21209,0,0.999999993856232,6.143768066329274e-09
21210,1,2.6746067582905653e-09,0.9999999973253932
21211,0,0.9999995569614234,4.4303857664927463e-07
21212,1,8.293037034867723e-09,0.999999991706963
21213,0,0.9958395171538816,0.004160482846118323
21214,0,0.9999999977871744,2.212825538391852e-09
21215,0,0.9999999999881403,1.1859693933589343e-11
21216,0,0.999999833809685,1.6619031494235984e-07
21217,0,0.9999998858444127,1.1415558730964224e-07
21218,0,0.7467650008942812,0.25323499910571884
21219,0,0.9999999999062994,9.370060964867464e-11
21220,0,0.9999999999069421,9.305786476003462e-11
21221,0,0.9999999993900366,6.099633972234485e-10
21222,1,3.0639749726502075e-05,0.9999693602502735
21223,0,0.9999999999974648,2.535147652345935e-12
21224,1,7.693696790767035e-10,0.9999999992306303
21225,1,5.211547298156205e-07,0.9999994788452702
21226,0,0.9999999999790836,2.0916334531737367e-11
21227,1,2.871924920100355e-12,0.9999999999971281
21228,0,0.9999999996208482,3.7915181993844264e-10
21229,0,0.999999999737336,2.626640452225859e-10
21230,0,0.9999999999871382,1.28618657288498e-11
21231,1,3.3809319098798696e-06,0.9999966190680901
21232,0,0.9999999999912825,8.717443621344172e-12
21233,0,0.9970642168947679,0.0029357831052321003
21234,0,0.9999999996233923,3.766077999522517e-10
21235,0,0.9999999967822836,3.2177164525700394e-09
21236,0,0.9999999999069438,9.305621828499614e-11
21237,1,0.0,1.0
21238,1,6.935090279824863e-10,0.999999999306491
21239,0,0.9999999986616459,1.3383540603165516e-09
21240,1,3.9968028886505635e-15,0.999999999999996
21241,0,0.999999999999296,7.039498274863359e-13
21242,1,2.319850078702501e-08,0.9999999768014992
21243,0,0.9999999997658228,2.3417724939993544e-10
21244,0,0.9999999999993106,6.894296690798006e-13
21245,0,0.9994968283028822,0.0005031716971177862
21246,0,0.9999956401794866,4.359820513335265e-06
21247,1,0.00015301317617999466,0.99984698682382
21248,0,0.9999999587382694,4.1261730540518705e-08
21249,0,0.9999701611466079,2.9838853392104458e-05
21250,1,7.650236000245059e-11,0.9999999999234976
21251,1,2.4054314096133567e-11,0.9999999999759457
21252,1,5.709118922059275e-08,0.9999999429088108
21253,1,3.341771304121721e-13,0.9999999999996658
21254,0,0.9999999640603482,3.5939651853043964e-08
21255,0,0.999999489590814,5.104091860474196e-07
21256,0,0.999999999906955,9.304503560814027e-11
21257,0,0.9999996994397521,3.005602479313888e-07
21258,1,1.3267883458567553e-08,0.9999999867321165
21259,1,0.0006013064860332928,0.9993986935139667
21260,0,0.9999999993566946,6.433054247360595e-10
21261,0,0.999999818404545,1.8159545498324327e-07
21262,0,0.9999999997569303,2.430696786741618e-10
21263,0,0.999864262299219,0.00013573770078097045
21264,0,0.8007316686637418,0.19926833133625818
21265,0,0.999999999988545,1.145489942300416e-11
21266,0,0.9630077705925121,0.0369922294074879
21267,0,0.9999999886091228,1.1390877269711629e-08
21268,0,0.9999999999974377,2.5623258116347586e-12
21269,0,0.9999999997513688,2.486312560000716e-10
21270,1,5.72720682079364e-06,0.9999942727931792
21271,1,1.717152651092846e-05,0.9999828284734891
21272,0,0.9999995091472831,4.908527168772856e-07
21273,0,0.9999999996234992,3.765008053351073e-10
21274,1,2.1520955494347405e-06,0.9999978479044506
21275,0,0.9999999997473089,2.5269109220256135e-10
21276,1,5.10702591327572e-15,0.9999999999999949
21277,1,3.6365526590032005e-08,0.9999999636344734
21278,0,0.9999999998946035,1.0539645609017768e-10
21279,1,8.915423954647395e-11,0.9999999999108458
21280,1,1.4026557693114228e-12,0.9999999999985973
21281,0,0.9999755945527763,2.44054472237631e-05
21282,1,3.916792837177496e-06,0.9999960832071628
21283,0,0.9999999975319988,2.468001208779611e-09
21284,0,0.9999999956419904,4.358009650660959e-09
21285,0,0.9999999999069434,9.305661787518668e-11
21286,1,8.655076655372795e-12,0.9999999999913449
21287,1,0.0004060398697812717,0.9995939601302187
21288,1,2.637889906509372e-13,0.9999999999997362
21289,0,0.9999998632557217,1.367442783190225e-07
21290,0,0.9999999999069553,9.304464643989681e-11
21291,0,0.999999999239376,7.606240454174563e-10
21292,0,0.9999999999069503,9.304970846775371e-11
21293,1,3.0959768082539085e-10,0.9999999996904023
21294,0,0.9999999999960031,3.996893321569779e-12
21295,0,0.9999999999064964,9.350367659236239e-11
21296,0,0.9999999904573782,9.542621848141634e-09
21297,1,6.418443554423447e-11,0.9999999999358156
21298,1,8.881784197001252e-16,0.9999999999999991
21299,1,0.0,1.0
21300,1,5.0494786130173e-10,0.9999999994950521
21301,0,0.9999999999057,9.430003136611993e-11
21302,0,0.9999999999817247,1.827531013827252e-11
21303,0,0.9999999996364362,3.635638189592005e-10
21304,1,3.569148976367842e-09,0.999999996430851
21305,1,2.220446049250313e-16,0.9999999999999998
21306,0,0.999999999999236,7.641093130647706e-13
21307,0,0.9999999997042155,2.9578446408117064e-10
21308,0,0.9999999946988628,5.301137179941624e-09
21309,0,0.9999999943467706,5.6532294032462535e-09
21310,1,8.774507114228669e-05,0.9999122549288577
21311,1,3.687397054363828e-10,0.9999999996312603
21312,1,3.3721936354424997e-10,0.9999999996627806
21313,0,0.999999999776113,2.23887023115771e-10
21314,0,0.9999999999994419,5.581371522090158e-13
21315,0,0.9892175866905631,0.010782413309436842
21316,0,0.6367703118879466,0.36322968811205336
21317,0,0.9999991656308149,8.343691851064589e-07
21318,0,0.999999965356677,3.4643322990534236e-08
21319,0,0.9999999999400991,5.990083377167382e-11
21320,0,0.8885368509016424,0.11146314909835767
21321,0,0.7033918899169573,0.2966081100830426
21322,1,0.0,1.0
21323,1,2.037201300986169e-07,0.9999997962798699
21324,0,0.9938209929294801,0.006179007070519876
21325,1,2.436340018618921e-11,0.9999999999756366
21326,0,0.9999999998079976,1.9200246936209625e-10
21327,0,0.9729083283541677,0.02709167164583231
21328,1,0.0,1.0
21329,1,2.540190280342358e-13,0.999999999999746
21330,1,0.0,1.0
21331,1,4.604316927725449e-12,0.9999999999953957
21332,1,0.00019833291483140059,0.9998016670851686
21333,1,1.630826917953243e-08,0.9999999836917308
21334,1,1.885212866281627e-05,0.9999811478713372
21335,0,0.9999999779517237,2.2048276294270246e-08
21336,1,4.3803161098310284e-10,0.9999999995619684
21337,0,0.9999999898610024,1.013899769677158e-08
21338,0,0.9999177398471183,8.226015288171548e-05
21339,0,0.9999661716377284,3.3828362271584464e-05
21340,1,1.0865849220387247e-08,0.9999999891341508
21341,1,3.9968028886505635e-15,0.999999999999996
21342,1,1.5640090555990582e-08,0.9999999843599094
21343,0,0.9999999919111912,8.088808886353809e-09
21344,0,0.9999999999883505,1.1649447399530763e-11
21345,1,3.1950316790929634e-05,0.9999680496832091
21346,0,0.9999999996649123,3.350877681983851e-10
21347,0,0.9999999993935855,6.064145219338181e-10
21348,1,7.15552059160629e-07,0.9999992844479408
21349,0,0.9999999999069515,9.304851315388361e-11
21350,0,0.9999999999069488,9.30512003621827e-11
21351,1,5.398737502604334e-07,0.9999994601262497
21352,0,0.9999999997398441,2.601558533950881e-10
21353,1,7.613909502879324e-13,0.9999999999992386
21354,1,0.0,1.0
21355,0,0.9999999998932225,1.0677742538311236e-10
21356,1,1.8113705357869492e-07,0.9999998188629464
21357,0,0.9999999954793188,4.520681114029811e-09
21358,0,0.9999990146517017,9.853482983424215e-07
21359,1,6.483702463810914e-14,0.9999999999999352
21360,0,0.9999999999069553,9.30446466126384e-11
21361,0,0.9999980217525324,1.9782474675972064e-06
21362,0,0.998217917605649,0.0017820823943509065
21363,0,0.9999999592038357,4.079616434428939e-08
21364,1,1.0258460747536446e-13,0.9999999999998974
21365,1,2.6645352591003757e-15,0.9999999999999973
21366,0,0.9999897106863914,1.028931360861625e-05
21367,1,0.0,1.0
21368,1,8.176148647009995e-11,0.9999999999182385
21369,0,0.999999999904284,9.571603180234454e-11
21370,1,1.1357030871295137e-09,0.9999999988642969
21371,0,0.9999999995292594,4.707405453631967e-10
21372,1,0.0005220929173216371,0.9994779070826784
21373,0,0.9995616779148188,0.00043832208518120274
21374,0,0.9997494823679896,0.00025051763201047224
21375,0,0.999999999906186,9.381391802613212e-11
21376,0,0.9999999993758704,6.241295978612564e-10
21377,1,5.471179065352771e-13,0.9999999999994529
21378,0,0.9999987444002916,1.2555997084543543e-06
21379,1,5.844900119456042e-10,0.99999999941551
