id,Bayesian,proba_0,proba_1
20933,0,1.0,1.3439083358615322e-61
20934,0,1.0,9.057798076364233e-19
20935,0,1.0,2.4706506282132767e-211
20936,0,1.0,3.908694748359337e-85
20937,1,1.6279428593525115e-66,1.0
20938,1,4.142894345520541e-39,1.0
20939,1,6.073490011448702e-11,0.9999999999392912
20940,1,0.01844436568271392,0.9815556343172938
20941,0,0.9999999990509423,9.491169835717302e-10
20942,1,5.384676833639633e-64,1.0
20943,1,0.03853402769307336,0.9614659723068899
20944,1,5.520260068315441e-39,1.0
20945,0,1.0,8.915560485198216e-48
20946,1,6.278349959465119e-66,1.0
20947,1,8.559064132685248e-07,0.9999991440935471
20948,0,1.0,4.8160735373198526e-88
20949,0,1.0,3.757372160932041e-91
20950,1,0.15966966078065153,0.8403303392192363
20951,0,1.0,1.5890112129576917e-19
20952,0,1.0,1.4098552549983079e-247
20953,1,2.5672823370810383e-12,0.9999999999972715
20954,0,1.0,8.652849142422914e-75
20955,1,1.1003995884257092e-99,1.0
20956,0,1.0,1.109485337726975e-20
20957,1,2.2885892644999486e-19,1.0
20958,0,0.9999999999990905,4.62852867641451e-13
20959,1,0.38504267131505654,0.6149573286849467
20960,1,1.9296807443624536e-272,1.0
20961,1,5.2751361876271654e-21,1.0
20962,1,2.1607399621743426e-26,1.0
20963,1,2.309339825932016e-49,1.0
20964,0,1.0,8.436401012756912e-25
20965,1,0.00011518531659856808,0.9998848146833842
20966,0,1.0,2.1759028482510537e-21
20967,0,1.0,3.930211090106601e-16
20968,1,0.010474988533161913,0.9895250114668389
20969,0,0.9999999999758984,2.4109529336060865e-11
20970,0,1.0,1.2889216233963727e-19
20971,0,1.0,7.307534375972534e-111
20972,0,0.999990040953459,9.959046508681459e-06
20973,1,6.430687409697547e-47,1.0
20974,0,1.0,8.818435633623571e-163
20975,0,1.0,1.710346139972735e-35
20976,0,1.0,4.706717523440067e-125
20977,1,0.05852524503021135,0.9414747549698169
20978,0,1.0,2.5451319733313625e-14
20979,0,1.0,3.0692060942677365e-33
20980,0,1.0,9.919116584857844e-27
20981,0,1.0,1.612979528223462e-20
20982,0,1.0,1.2233905884709792e-58
20983,1,3.0950069501027075e-10,0.9999999996905444
20984,0,1.0,3.873858401620337e-51
20985,1,4.001007889823791e-05,0.999959989921093
20986,1,9.647347404003174e-61,1.0
20987,0,1.0,3.702412927939377e-113
20988,1,1.1232778568188653e-09,0.999999998876774
20989,0,1.0,3.08001656386073e-38
20990,1,1.32878596654584e-07,0.999999867121355
20991,0,1.0,2.591898567594585e-31
20992,0,1.0,5.720070011586938e-56
20993,0,0.9999984827390023,1.51726097254559e-06
20994,1,3.979325952485905e-21,1.0
20995,1,4.098292190101869e-83,1.0
20996,1,1.080667773869569e-28,1.0
20997,0,0.9999999997452278,2.5475763855500185e-10
20998,1,5.929127451694705e-20,1.0
20999,1,0.4817056131854768,0.5182943868145498
21000,0,1.0,9.262033086862657e-60
21001,0,0.7745799590995947,0.22542004090040307
21002,0,1.0,7.357757875780634e-30
21003,1,0.004129860550982029,0.9958701394490155
21004,1,0.37006307811026373,0.6299369218897314
21005,1,2.167505004243432e-06,0.9999978324950305
21006,0,0.8036008619309825,0.19639913806904175
21007,1,7.308327839918065e-25,1.0
21008,0,1.0,3.794795984212041e-56
21009,0,1.0,9.698230966963314e-17
21010,0,1.0,9.918637199395406e-65
21011,1,0.0015051731234451196,0.9984948268764698
21012,0,0.8627671691283225,0.13723283087162474
21013,0,1.0,6.731042282597953e-95
21014,1,5.296488257287479e-79,1.0
21015,1,5.347027985936776e-16,1.0
21016,1,1.0840029205949501e-15,1.0
21017,0,1.0,1.8988901263214233e-25
21018,0,1.0,6.432824097654209e-44
21019,1,5.324902547277718e-158,1.0
21020,0,1.0,6.523286868822576e-127
21021,1,1.8143102623993045e-29,1.0
21022,0,1.0,6.858931058861618e-109
21023,0,0.9999997785852447,2.2141479095419366e-07
21024,0,1.0,1.0136195050946747e-88
21025,1,5.4214519819510484e-21,1.0
21026,1,2.659554757793162e-17,1.0
21027,1,3.0462397610666782e-30,1.0
21028,0,1.0,5.226580293554559e-75
21029,0,1.0,1.6604272468162114e-84
21030,0,1.0,2.5161233402446597e-34
21031,0,1.0,5.1492934576561505e-139
21032,1,3.1257751588475565e-33,1.0
21033,1,0.28744182006917784,0.7125581799307256
21034,1,6.428947372210377e-223,1.0
21035,1,3.1585686487944236e-06,0.9999968414312977
21036,1,8.392884343280808e-17,1.0
21037,1,6.383848762341145e-186,1.0
21038,0,0.9999192024423648,8.079755770162743e-05
21039,0,1.0,1.1928963480057677e-34
21040,1,0.001156409924770518,0.9988435900753555
21041,1,7.989748032013652e-116,1.0
21042,0,1.0,2.5475760090339794e-114
21043,1,0.2892720459016633,0.7107279540983329
21044,1,8.452245472901062e-15,1.0
21045,0,1.0,2.9818080761155046e-25
21046,0,1.0,4.7124578352543183e-14
21047,1,0.0,1.0
21048,0,1.0,1.7997828152167137e-46
21049,1,1.4073906655444833e-42,1.0
21050,1,1.3406848700529079e-16,1.0
21051,1,0.009072624699727921,0.9909273753002645
21052,1,9.319063306396304e-78,1.0
21053,0,1.0,7.674419735427853e-131
21054,1,9.554284925757457e-35,1.0
21055,0,1.0,2.1159212393107904e-44
21056,0,0.9999991750627252,8.249373015509924e-07
21057,0,0.9997483123366238,0.000251687663303455
21058,0,0.9999999996034603,3.963155100260677e-10
21059,1,2.9023172792321664e-126,1.0
21060,0,0.9999258569744239,7.414302577072371e-05
21061,1,2.137445154443321e-06,0.9999978625549025
21062,1,0.00019132530473398073,0.9998086746953353
21063,0,1.0,9.032291376855384e-21
21064,1,0.0005332549120254831,0.9994667450879219
21065,1,1.3799986057752696e-37,1.0
21066,1,8.285894928473014e-13,0.9999999999990905
21067,1,0.002217354705152609,0.9977826452948614
21068,0,1.0,2.3131252656722417e-47
21069,1,0.0013518818332373854,0.9986481181669036
21070,0,1.0,1.120268212320656e-36
21071,1,2.0196377807401932e-06,0.9999979803621886
21072,1,2.1449965688963803e-74,1.0
21073,1,0.00025730022148817976,0.999742699778506
21074,0,1.0,4.888816257272274e-89
21075,0,1.0,2.4186584932722357e-152
21076,0,1.0,2.1509818787196572e-103
21077,0,1.0,4.63932360458442e-137
21078,0,1.0,1.2701429606345036e-125
21079,1,5.1734624387648375e-104,1.0
21080,1,9.657465123199073e-25,1.0
21081,1,0.11943350754328338,0.8805664924567185
21082,0,1.0,1.9051175441955496e-18
21083,1,0.09815943085501302,0.9018405691449951
21084,1,1.7418800274976187e-17,1.0
21085,0,1.0,1.8686630631490623e-115
21086,0,1.0,1.0335162507555243e-60
21087,1,2.5627243517294093e-51,1.0
21088,0,0.9999999999997726,2.43185296824074e-13
21089,1,0.020190955865944177,0.9798090441340048
21090,0,1.0,1.6451978081071276e-152
21091,0,0.9995133192809532,0.0004866807192099071
21092,0,1.0,1.0512807945227333e-199
21093,1,0.0,1.0
21094,1,3.474053957873889e-50,1.0
21095,1,4.91443478198805e-24,1.0
21096,1,1.582895789312464e-13,0.9999999999997726
21097,0,0.8859531121716437,0.1140468878283981
21098,0,0.881874064495274,0.11812593550471291
21099,0,1.0,2.0422837928177315e-208
21100,0,1.0,1.2227676119319655e-70
21101,0,1.0,2.5173455217203803e-115
21102,1,4.35847562994059e-25,1.0
21103,1,1.485785095966297e-07,0.9999998514213185
21104,1,0.33941838829744747,0.6605816117025591
21105,0,1.0,2.1996174625861483e-60
21106,0,0.9984165720192776,0.0015834279806758876
21107,1,2.2388562540979033e-68,1.0
21108,0,1.0,2.764127340639645e-32
21109,0,1.0,0.0
21110,0,1.0,5.766558662869576e-65
21111,1,7.145682833006784e-05,0.9999285431715452
21112,0,1.0,1.5683306387978912e-19
21113,0,1.0,3.64886536005681e-119
21114,0,0.9999993857388357,6.142610288920113e-07
21115,1,2.62798680680149e-31,1.0
21116,0,1.0,2.547474334202588e-97
21117,1,5.937927112957887e-22,1.0
21118,0,1.0,1.7710294559160897e-139
21119,1,2.002956607343653e-39,1.0
21120,0,1.0,3.4958157986458713e-82
21121,0,1.0,2.3647610717423585e-29
21122,0,1.0,0.0
21123,0,0.9915325629849729,0.008467437015016543
21124,0,1.0,1.8120835043454452e-94
21125,1,8.020994546036174e-12,0.9999999999918145
21126,1,0.18131807139018422,0.8186819286098148
21127,0,1.0,2.2919287763365737e-58
21128,0,1.0,2.860261696490797e-97
21129,1,1.2673489742657459e-163,1.0
21130,0,1.0,1.8609418965300034e-67
21131,0,1.0,2.9244675091844636e-42
21132,1,1.4843114706761276e-07,0.9999998515688272
21133,1,4.638144887223277e-06,0.9999953618551686
21134,0,1.0,4.6658125483895145e-74
21135,1,6.034097640483529e-172,1.0
21136,1,7.355399694910479e-38,1.0
21137,0,0.99999999995498,4.4990661601654334e-11
21138,0,1.0,1.1469802517508942e-79
21139,0,1.0,1.0205578404301167e-42
21140,1,8.157445969812846e-40,1.0
21141,0,0.9973667327436199,0.0026332672564056865
21142,1,4.5929118127163785e-43,1.0
21143,0,1.0,1.0135255167505458e-150
21144,1,2.4107392937386526e-43,1.0
21145,0,1.0,1.5000828154860746e-55
21146,0,0.9999978834101402,2.1165899062170016e-06
21147,1,4.541389506078224e-19,1.0
21148,0,0.9999999761548682,2.384503932951902e-08
21149,1,3.177912797584812e-05,0.9999682208720331
21150,0,1.0,4.4814777244705446e-36
21151,0,1.0,8.790641230395445e-45
21152,0,0.9976662460145895,0.002333753985423061
21153,1,4.226388816325003e-28,1.0
21154,0,1.0,1.5292120056324104e-156
21155,1,3.419501492776713e-14,1.0
21156,1,9.699171517612745e-14,1.0
21157,1,1.7512149993346633e-70,1.0
21158,0,1.0,4.921998402445152e-17
21159,0,1.0,0.0
21160,1,3.3464385831918743e-113,1.0
21161,0,0.9999998880375705,1.1196284292109395e-07
21162,1,1.2844491272654869e-07,0.9999998715548
21163,1,4.779493490046061e-106,1.0
21164,1,4.694119531897699e-56,1.0
21165,0,1.0,2.6441360989890946e-150
21166,1,3.9559845924018156e-08,0.9999999604401645
21167,1,1.642674190814622e-13,1.0
21168,1,6.574439899767037e-05,0.9999342556014453
21169,0,1.0,1.600745369974471e-105
21170,0,1.0,2.179970657976812e-70
21171,1,1.0382832138321684e-61,1.0
21172,0,1.0,3.8041409323204186e-34
21173,0,1.0,9.022439670033844e-133
21174,1,7.655021962040132e-85,1.0
21175,0,1.0,3.296076602395756e-165
21176,1,2.336701922613145e-28,1.0
21177,1,2.2739345042798153e-42,1.0
21178,0,1.0,2.3258794813455407e-50
21179,0,1.0,8.802619313871575e-118
21180,0,1.0,1.6613634539334332e-108
21181,1,1.233581182698945e-32,1.0
21182,1,4.6535313690092195e-39,1.0
21183,0,1.0,1.185106156047834e-18
21184,1,0.0008696714882128753,0.9991303285117662
21185,1,2.686698814425869e-06,0.9999973133012358
21186,0,1.0,5.835509586541098e-43
21187,1,0.0042220916059841195,0.9957779083940123
21188,0,1.0,1.6839938301382575e-46
21189,0,1.0,1.5493832219822658e-89
21190,1,1.0530680178009789e-91,1.0
21191,1,5.956108256885571e-05,0.9999404389174389
21192,1,3.7486878483684866e-21,1.0
21193,1,3.3307745748447646e-19,1.0
21194,0,1.0,3.4901902754470945e-102
21195,0,0.9999995894318933,4.1056810811009165e-07
21196,1,0.0019707099357605313,0.9980292900641916
21197,0,1.0,1.0698848191215317e-15
21198,0,1.0,3.891071715920239e-22
21199,0,1.0,1.5542452076297676e-20
21200,0,1.0,1.292669667917434e-88
21201,0,1.0,3.348891493896385e-14
21202,0,1.0,3.8313123244083704e-35
21203,0,1.0,2.5469770728794306e-27
21204,0,0.8023628734608811,0.19763712653905638
21205,0,1.0,4.4170044534656564e-111
21206,0,1.0,9.200828559314327e-17
21207,0,1.0,8.085161324307623e-19
21208,0,1.0,1.5091137169039786e-88
21209,0,1.0,2.0021909305342694e-37
21210,1,0.03393614041100984,0.9660638595886791
21211,0,1.0,5.557383431791546e-20
21212,0,0.8911532358020674,0.10884676419806782
21213,0,1.0,7.658650713515837e-71
21214,0,1.0,4.283123769265785e-27
21215,0,1.0,1.3828956433150753e-163
21216,0,1.0,4.244167699863783e-43
21217,0,1.0,3.71774245742468e-80
21218,0,1.0,1.2572768600418546e-19
21219,0,0.9999999997321538,2.677092399265714e-10
21220,0,1.0,5.697051088817418e-75
21221,0,1.0,9.231985349024593e-68
21222,1,7.688709175824893e-64,1.0
21223,0,1.0,2.772102421964195e-81
21224,1,3.854014165022747e-74,1.0
21225,1,1.018000985185687e-85,1.0
21226,0,1.0,1.6504889621697538e-93
21227,1,1.1506911667166951e-07,0.9999998849309644
21228,0,1.0,3.7408710179381035e-60
21229,0,1.0,2.477989292566154e-66
21230,0,1.0,1.0763010292803279e-134
21231,1,5.4025905142529174e-49,1.0
21232,0,1.0,2.0003000855033747e-108
21233,1,9.61427033629131e-13,0.9999999999990905
21234,0,1.0,1.0727937216308934e-167
21235,0,1.0,4.5065964861709315e-57
21236,0,1.0,1.2330650182061742e-68
21237,1,1.618584467908644e-10,0.9999999998381668
21238,1,0.00014709293499808583,0.9998529070650107
21239,1,0.2944621382770285,0.705537861722921
21240,1,1.9030635251905064e-42,1.0
21241,0,1.0,1.774280950004622e-133
21242,1,5.6318296090582554e-15,1.0
21243,0,1.0,2.3230100144104352e-14
21244,0,1.0,2.6583894856497774e-205
21245,0,1.0,2.341854917004308e-14
21246,0,1.0,6.737203850947277e-24
21247,1,6.071493720909238e-11,0.9999999999392912
21248,0,0.9999999999566853,4.325798678296244e-11
21249,0,1.0,2.5008486548195936e-51
21250,1,2.7751651221916136e-09,0.9999999972247906
21251,1,4.4320891151727556e-48,1.0
21252,0,0.9999999313370177,6.866302211824344e-08
21253,1,6.447003548708584e-45,1.0
21254,0,0.999999977888365,2.211159720035064e-08
21255,1,0.00022251076001690703,0.9997774892399498
21256,0,1.0,5.962179003067991e-53
21257,0,0.9999999999365627,6.340615560497356e-11
21258,1,2.09923118e-315,1.0
21259,0,1.0,3.0480574295622895e-35
21260,0,1.0,2.8044550735833682e-15
21261,0,1.0,1.5929462697494824e-22
21262,0,1.0,1.3589033054459957e-43
21263,0,1.0,9.481690524725476e-25
21264,1,0.19003689526266268,0.8099631047374432
21265,0,1.0,2.844716798551181e-140
21266,0,0.9998839839655664,0.00011601603442382084
21267,0,1.0,1.7873781626146455e-92
21268,0,1.0,1.0175196469417794e-115
21269,0,1.0,7.971291014027192e-17
21270,1,0.0018887142603130223,0.9981112857400221
21271,0,1.0,1.5379444200065757e-23
21272,0,1.0,8.868337997387676e-86
21273,0,1.0,1.9660032160526894e-124
21274,1,1.6186524782803504e-17,1.0
21275,0,1.0,4.28438840951757e-106
21276,1,4.8120850732173216e-64,1.0
21277,1,7.741759984291282e-113,1.0
21278,0,1.0,1.3589440773883622e-118
21279,1,6.712990342992161e-14,1.0
21280,0,0.9999304578591841,6.9542140917766e-05
21281,0,1.0,6.91256066086251e-42
21282,1,1.1780030470958646e-22,1.0
21283,0,1.0,1.4053079807803863e-28
21284,0,1.0,1.644598611105881e-97
21285,0,1.0,1.0526843137059797e-67
21286,1,1.979708364040697e-06,0.9999980202916546
21287,0,0.9999999999922693,7.84270262648074e-12
21288,0,0.9723218534978898,0.027678146502109723
21289,0,1.0,8.012319758585243e-78
21290,0,1.0,2.7124067865310226e-130
21291,0,1.0,1.4053389365965442e-16
21292,0,1.0,3.456155229786397e-76
21293,1,7.1053852077618335e-62,1.0
21294,0,1.0,7.120193856207496e-18
21295,0,1.0,8.570431120865115e-163
21296,0,1.0,3.686116453206736e-97
21297,1,7.264246577144086e-08,0.999999927357524
21298,0,0.9999999469716855,5.302831311721822e-08
21299,1,3.3789096458238695e-23,1.0
21300,1,4.143712300273387e-99,1.0
21301,0,1.0,5.548289046528064e-34
21302,0,1.0,1.6157470430913055e-83
21303,0,1.0,1.4219570986837155e-41
21304,0,0.6262237240892133,0.3737762759110397
21305,1,5.1092161973155615e-18,1.0
21306,0,1.0,1.3320863491343122e-16
21307,0,1.0,5.37288528189316e-53
21308,0,0.9999999999899956,9.83536610876897e-12
21309,0,1.0,2.9196949202499678e-15
21310,0,1.0,3.308835440701335e-19
21311,1,4.2084962716852444e-14,1.0
21312,1,0.0077579765683677615,0.9922420234317306
21313,0,1.0,1.0703389287614326e-104
21314,0,1.0,4.2832026919872456e-141
21315,1,6.005651699240884e-10,0.9999999993994493
21316,0,0.9999999999490683,5.092100502502469e-11
21317,0,1.0,9.392501031502083e-55
21318,0,1.0,1.5410801302202976e-50
21319,0,1.0,3.15060130297331e-62
21320,1,6.6408792594959235e-18,1.0
21321,0,1.0,3.5053819684760925e-47
21322,1,5.3651278856658416e-123,1.0
21323,1,1.9334511630581857e-45,1.0
21324,1,1.1676634482058812e-16,1.0
21325,1,5.1589216144254025e-31,1.0
21326,0,1.0,9.851725230969766e-123
21327,0,1.0,7.965767787076598e-75
21328,1,5.945171088876422e-132,1.0
21329,1,0.0005801687368037462,0.9994198312629858
21330,0,0.5236625914966918,0.47633740850330913
21331,1,0.0013025538920468159,0.9986974461079275
21332,1,6.676060385605705e-10,0.9999999993324309
21333,0,1.0,1.0097917171306578e-19
21334,1,1.6880877822442374e-109,1.0
21335,0,1.0,1.1078028660180309e-48
21336,1,2.743462525653442e-75,1.0
21337,0,1.0,6.032329802639858e-34
21338,1,0.2518754984566324,0.7481245015433173
21339,0,1.0,1.9475076087213466e-45
21340,1,2.1047299145045651e-29,1.0
21341,1,3.073164563599479e-65,1.0
21342,1,7.443231064119461e-35,1.0
21343,1,0.00014958667776877679,0.9998504133224366
21344,0,1.0,6.035594708079985e-111
21345,1,3.817289344755909e-05,0.9999618271065587
21346,0,1.0,1.8933614213069995e-64
21347,0,1.0,6.2029260109155026e-127
21348,1,1.0635124172964197e-27,1.0
21349,0,1.0,3.239277909048004e-70
21350,0,1.0,1.0168731937013838e-152
21351,1,4.7702909428016476e-18,1.0
21352,0,1.0,7.294957992358884e-36
21353,1,4.169059591309052e-56,1.0
21354,1,2.036799110513396e-14,1.0
21355,0,1.0,2.7790310271538567e-33
21356,1,0.0005585872644978415,0.9994414127355108
21357,0,1.0,8.580621254488964e-24
21358,0,1.0,0.0
21359,1,1.911457505556969e-22,1.0
21360,0,1.0,3.769059909617258e-139
21361,1,3.4005416039908615e-09,0.9999999965993993
21362,0,1.0,1.062633772321036e-24
21363,0,1.0,2.217924973599103e-140
21364,1,2.6723448219291886e-73,1.0
21365,1,2.4382403344318215e-33,1.0
21366,0,0.9999987117809381,1.2882191177632137e-06
21367,1,0.0,1.0
21368,1,1.022754714313344e-21,1.0
21369,0,1.0,4.574075976157414e-92
21370,1,1.4012197328936957e-118,1.0
21371,0,1.0,1.3398967230136397e-95
21372,0,0.9999999999954525,4.526992766727947e-12
21373,1,6.229310144445786e-29,1.0
21374,1,2.321350214282726e-11,0.9999999999763531
21375,0,1.0,3.681610658965901e-122
21376,0,0.9999999982969712,1.7030522858962353e-09
21377,1,1.6162892897341332e-61,1.0
21378,0,0.9999999999904503,9.557820735183682e-12
21379,0,1.0,2.844444004714684e-20
21380,0,0.9999999999711235,2.8870841176961004e-11
21381,0,1.0,3.073405029870771e-107
21382,1,8.684879231956982e-171,1.0
21383,1,2.693380859137758e-07,0.9999997306619343
21384,0,1.0,1.1496381950992e-309
21385,1,1.5226477720930017e-21,1.0
21386,1,6.942921294983686e-26,1.0
21387,1,7.128160326608061e-58,1.0
21388,0,1.0,3.123173755772565e-111
21389,0,0.5001201923076923,0.4998798076923077
21390,1,1.4079720141426425e-92,1.0
21391,1,3.8358735108465414e-73,1.0
21392,0,1.0,5.952797883173085e-79
21393,0,1.0,7.822016021152012e-112
21394,0,1.0,1.5342177911068118e-36
21395,0,1.0,3.428941730476203e-92
21396,0,1.0,1.7991499589618908e-37
21397,0,0.9999999999654392,3.451389754173238e-11
21398,0,0.9643283737031084,0.03567162629673931
21399,0,1.0,8.390275323158785e-39
21400,1,1.8600627915232052e-37,1.0
21401,0,0.9999992090486957,7.909512777654976e-07
21402,1,4.6337605812369515e-37,1.0
21403,1,5.269063168875923e-27,1.0
21404,0,1.0,3.481520931731503e-159
21405,0,0.9999999998988187,1.0123483615426976e-10
21406,0,1.0,2.9745488261695137e-68
21407,1,2.69356936309497e-52,1.0
21408,0,1.0,4.93322616161908e-44
21409,0,1.0,2.4458303528806627e-17
21410,1,4.836286318811673e-85,1.0
21411,1,3.6252348584094715e-06,0.9999963747651237
21412,0,1.0,1.0271890567730222e-108
21413,0,1.0,8.712948468098886e-97
21414,0,1.0,2.908430503076231e-134
21415,0,0.5001201923076923,0.4998798076923077
21416,1,3.9509885056711676e-91,1.0
21417,0,0.999999076837838,9.231622258268837e-07
21418,0,1.0,0.0
21419,1,1.4454313305668007e-14,1.0
21420,1,2.6204784032725078e-17,1.0
21421,0,1.0,1.3683211625473757e-55
21422,1,2.5017608141714558e-17,1.0
21423,0,1.0,1.1996611001333676e-79
21424,0,1.0,8.078422964498951e-108
21425,0,1.0,2.5453011929491278e-23
21426,0,0.5001201923076923,0.4998798076923077
21427,0,1.0,4.388709061934498e-50
21428,1,0.0017866047936973119,0.9982133952062896
21429,0,1.0,4.175460026626391e-69
21430,0,1.0,1.631648358517169e-13
21431,1,6.357498398809136e-184,1.0
21432,0,1.0,4.526746500254842e-19
21433,0,0.999939616611823,6.0383388086261784e-05
21434,1,1.9848647608523375e-11,0.9999999999799911
21435,0,1.0,1.0879581404557527e-13
21436,0,1.0,4.302853800606785e-19
21437,1,2.3559904256190405e-87,1.0
21438,0,1.0,2.804211791351932e-61
21439,1,8.757861852560956e-21,1.0
21440,0,1.0,4.57204585173888e-205
21441,1,5.3320501434426655e-92,1.0
21442,1,0.011219430247725943,0.9887805697522813
21443,1,3.1021086334739008e-43,1.0
21444,0,1.0,1.3472051324382665e-65
21445,1,0.0006271221327725234,0.9993728778673309
21446,1,0.04704664408873522,0.9529533559112616
21447,0,1.0,4.779387767221055e-92
21448,1,0.00032971327551597064,0.9996702867243208
21449,1,1.750607811347838e-39,1.0
