id,k_neighbor,proba_0,proba_1
21820,0,0.8,0.2
21821,1,0.0,1.0
21822,1,0.4,0.6
21823,0,1.0,0.0
21824,0,0.6,0.4
21825,0,0.6,0.4
21826,1,0.4,0.6
21827,1,0.4,0.6
21828,1,0.2,0.8
21829,1,0.0,1.0
21830,1,0.4,0.6
21831,1,0.2,0.8
21832,0,0.8,0.2
21833,0,0.8,0.2
21834,1,0.0,1.0
21835,1,0.0,1.0
21836,0,0.8,0.2
21837,1,0.0,1.0
21838,0,1.0,0.0
21839,1,0.0,1.0
21840,1,0.0,1.0
21841,1,0.0,1.0
21842,0,1.0,0.0
21843,0,1.0,0.0
21844,1,0.0,1.0
21845,0,1.0,0.0
21846,0,0.8,0.2
21847,1,0.0,1.0
21848,1,0.0,1.0
21849,1,0.0,1.0
21850,1,0.0,1.0
21851,0,1.0,0.0
21852,0,0.6,0.4
21853,1,0.0,1.0
21854,1,0.0,1.0
21855,0,0.8,0.2
21856,0,0.6,0.4
21857,1,0.4,0.6
21858,0,1.0,0.0
21859,0,0.8,0.2
21860,0,1.0,0.0
21861,1,0.4,0.6
21862,1,0.0,1.0
21863,1,0.0,1.0
21864,0,1.0,0.0
21865,1,0.0,1.0
21866,1,0.4,0.6
21867,0,1.0,0.0
21868,0,0.8,0.2
21869,1,0.2,0.8
21870,1,0.0,1.0
21871,0,1.0,0.0
21872,0,0.8,0.2
21873,1,0.2,0.8
