id,Bayesian,proba_0,proba_1
20865,1,3.4156647177853108e-25,1.0
20866,1,5.337829016764712e-162,1.0
20867,1,9.630519304530794e-41,1.0
20868,1,8.695511917509217e-64,1.0
20869,0,0.8050846477467599,0.1949153522533316
20870,1,0.38326177079843754,0.6167382292016644
20871,1,2.745067445902929e-22,1.0
20872,1,3.868270700101168e-141,1.0
20873,0,1.0,1.619198398915536e-21
20874,0,1.0,1.4556284798044845e-84
20875,0,1.0,5.930073369822053e-31
20876,0,1.0,1.0628269426735107e-100
20877,0,1.0,3.1875203228454945e-110
20878,0,0.9976412123718499,0.0023587876280852537
20879,0,1.0,9.441051264433051e-35
20880,0,1.0,3.7699614987007626e-191
20881,1,1.537540502327538e-33,1.0
20882,0,0.9999999999181455,8.179847658792483e-11
20883,1,1.0254066354224354e-24,1.0
20884,1,3.9681733992205272e-112,1.0
20885,1,1.582648863687172e-78,1.0
20886,0,0.9999999164315375,8.356851202168181e-08
20887,0,1.0,1.4975278977014706e-151
20888,0,1.0,3.572639856384601e-81
20889,0,0.9996158571924583,0.0003841428075771122
20890,1,1.8365170960465404e-09,0.9999999981635028
20891,0,1.0,9.705048124037104e-151
20892,0,1.0,1.0941480684642463e-13
20893,1,1.2529979361354072e-10,0.9999999998744897
20894,1,0.00814254403890658,0.9918574559610838
20895,0,1.0,1.6335213488767484e-85
20896,0,1.0,5.865023580184194e-104
20897,0,1.0,2.003443090036927e-23
20898,0,0.9999999999990905,7.472485969177423e-13
20899,1,8.835319569093337e-35,1.0
20900,0,0.9999999998185558,1.8143935707060576e-10
20901,1,4.683649905305002e-41,1.0
20902,0,1.0,1.0739707456203696e-31
20903,0,1.0,2.5760002956388348e-127
20904,0,1.0,7.160889324556629e-105
20905,0,1.0,1.4339690917349357e-98
20906,1,4.716048481222309e-42,1.0
20907,0,1.0,2.6408206746873083e-80
20908,1,0.0012869523843701484,0.9987130476156316
20909,1,2.7090547127601403e-57,1.0
20910,1,4.639241594800801e-38,1.0
20911,1,6.224252596486293e-08,0.9999999377573677
20912,0,1.0,5.076075876309369e-44
20913,0,1.0,1.574838240223986e-80
20914,0,0.999999999998181,1.6317842152807853e-12
20915,0,1.0,3.1768729806073173e-22
20916,0,1.0,4.184250220990993e-48
20917,1,1.315072962518592e-219,1.0
20918,0,1.0,2.4445977363682754e-20
20919,1,0.022696033780112538,0.9773039662198705
20920,0,1.0,1.4850620288472144e-15
20921,0,1.0,2.611336618811751e-29
20922,1,2.425943127622418e-10,0.9999999997576197
20923,0,1.0,3.128876221256802e-17
20924,0,0.9999845657498209,1.543425022576456e-05
20925,1,1.3098084221862527e-05,0.9999869019157511
20926,1,5.435957070521415e-34,1.0
20927,0,0.9999999999560032,4.404269517063835e-11
20928,1,1.6369269574839317e-21,1.0
20929,0,1.0,5.2341644858945144e-74
20930,1,0.0019285816478273796,0.9980714183521137
20931,0,1.0,5.964948698710349e-187
20932,1,0.008602349161482638,0.9913976508385243
20933,0,1.0,3.862624025120015e-62
20934,0,1.0,2.8827245861446874e-14
20935,0,1.0,4.208004136257941e-216
20936,0,1.0,2.655715387724141e-82
20937,1,6.821199704138077e-71,1.0
20938,1,2.0581738963150126e-34,1.0
20939,1,4.4928556520472556e-11,0.99999999995498
20940,1,0.017253664835056762,0.9827463351649336
20941,0,0.9999999997921805,2.078067660942102e-10
20942,1,3.572904738509307e-64,1.0
20943,1,0.10036573215123107,0.8996342678487567
20944,1,1.2432968527788079e-40,1.0
20945,0,1.0,9.02266500636115e-50
20946,1,4.3573594588214847e-69,1.0
20947,1,2.2615116735070523e-08,0.9999999773849597
20948,0,1.0,2.003781432015577e-88
20949,0,1.0,2.024268486317832e-88
20950,1,9.933541567297298e-05,0.9999006645844823
20951,0,1.0,3.627463955387914e-19
20952,0,1.0,1.2014343691369898e-242
20953,1,1.1749559671822632e-15,1.0
20954,0,1.0,2.6875609199225295e-73
20955,1,3.2784884475636456e-100,1.0
20956,0,1.0,3.3822224094511638e-21
20957,1,7.399869454187459e-20,1.0
20958,0,0.9999999990559445,9.440902396531938e-10
20959,1,0.37757091873833576,0.622429081261664
20960,1,3.931925836300621e-266,1.0
20961,1,1.5508603294893856e-22,1.0
20962,1,4.320872269308014e-29,1.0
20963,1,4.5386289129581586e-51,1.0
20964,0,1.0,4.8818704954032223e-26
20965,1,7.420828453900036e-05,0.9999257917154598
20966,0,1.0,8.458147969825882e-20
20967,0,1.0,7.073205466619653e-17
20968,1,0.011492009387148946,0.9885079906128561
20969,0,0.9999999999276952,7.220985989575071e-11
20970,0,1.0,5.303868626953545e-18
20971,0,1.0,5.890530951859642e-109
20972,0,0.9999015777078104,9.842229218292572e-05
20973,1,1.9754576344261691e-44,1.0
20974,0,1.0,2.2402189165487334e-161
20975,0,1.0,2.9713286036866565e-33
20976,0,1.0,6.84523099604471e-126
20977,1,0.0016504070727171903,0.9983495929272481
20978,0,0.9999999988995114,1.1002964971441152e-09
20979,0,1.0,1.3013271263467796e-32
20980,0,1.0,6.903077739382961e-20
20981,0,1.0,1.4949771159482148e-19
20982,0,1.0,1.775111296426969e-57
20983,1,8.05047415341147e-11,0.9999999999195097
20984,0,1.0,2.106329271335009e-54
20985,1,6.2595429546238725e-06,0.9999937404570374
20986,1,1.2000102741609498e-62,1.0
20987,0,1.0,6.9893135656436e-113
20988,1,1.7876276432657788e-12,0.999999999998181
20989,0,1.0,2.8528727277227606e-40
20990,1,1.974446506788432e-08,0.9999999802555524
20991,0,1.0,2.42709428423026e-29
20992,0,1.0,1.674344589387643e-42
20993,0,0.9999993561668615,6.43833099365318e-07
20994,1,5.338292342837179e-24,1.0
20995,1,1.9598366978696967e-87,1.0
20996,1,6.868490603291181e-36,1.0
20997,0,0.9999999994073505,5.927062355405432e-10
20998,1,1.987956166302884e-20,1.0
20999,0,0.8238720110880521,0.1761279889119957
21000,0,1.0,4.4542646885688905e-59
21001,0,0.7479016396205721,0.25209836037942573
21002,0,1.0,2.604286040734721e-29
21003,1,0.0019091675935136926,0.9980908324064867
21004,1,0.2980793924769268,0.7019206075230716
21005,1,2.693434596924761e-06,0.9999973065653087
21006,0,0.6842289001547267,0.3157710998452859
21007,1,1.5175074526571364e-27,1.0
21008,0,1.0,2.9177154851151344e-57
21009,0,1.0,5.817072499776668e-19
21010,0,1.0,3.3035462924476686e-66
21011,1,0.000332356753260898,0.9996676432465773
21012,1,0.0386543411610186,0.9613456588390544
21013,0,1.0,1.3068578675637667e-92
21014,1,1.661952945588814e-80,1.0
21015,1,4.432341229225207e-16,1.0
21016,1,6.894789169769382e-16,1.0
21017,0,1.0,1.8867446444898593e-25
21018,0,1.0,3.033251256286481e-45
21019,1,5.402669438059749e-161,1.0
21020,0,1.0,6.870308698410707e-130
21021,1,3.660176911201546e-29,1.0
21022,0,1.0,3.849432200042429e-100
21023,0,0.9999996427237149,3.572762568165045e-07
21024,0,1.0,4.490303204025415e-87
21025,1,4.288627085969386e-22,1.0
21026,1,3.113607706850871e-17,1.0
21027,1,7.259225842890249e-31,1.0
21028,0,1.0,1.4974879170177642e-72
21029,0,1.0,1.8894465693582007e-85
21030,0,1.0,5.121209092949857e-32
21031,0,1.0,5.325401424841742e-134
21032,1,6.957760551870412e-33,1.0
21033,1,0.035886457020590276,0.9641135429791997
21034,1,1.2660854164709451e-220,1.0
21035,1,8.961662884496231e-09,0.999999991038294
21036,1,1.0409578209241393e-20,1.0
21037,1,8.81304583348653e-220,1.0
21038,0,0.999703703296112,0.00029629670380566065
21039,0,1.0,3.629041461676904e-36
21040,1,8.032611770356775e-05,0.9999196738821149
21041,1,5.061182271296473e-121,1.0
21042,0,1.0,6.840346769296503e-112
21043,0,0.5091306175931407,0.4908693824068722
21044,1,4.8595125122136135e-17,1.0
21045,0,1.0,9.710298928905902e-25
21046,0,0.9999999999961346,3.861016412367479e-12
21047,1,0.0,1.0
21048,0,1.0,6.145041106187453e-44
21049,1,3.541967591511128e-43,1.0
21050,1,3.232623466682494e-15,1.0
21051,1,0.0008024044858339742,0.9991975955141695
21052,1,6.370021561248572e-83,1.0
21053,0,1.0,2.5362193295441314e-130
21054,1,1.3334182792088367e-37,1.0
21055,0,1.0,1.3347128176756096e-47
21056,0,0.999999085636509,9.143634700185007e-07
21057,0,0.999975882431067,2.4117568905418827e-05
21058,0,0.9999999995397957,4.6041398134846747e-10
21059,1,9.150015324260345e-117,1.0
21060,0,0.9998711410387634,0.00012885896145322856
21061,1,3.2648475707734003e-07,0.9999996735153296
21062,1,0.00020072456982541843,0.9997992754302415
21063,0,1.0,1.5366590877222172e-20
21064,0,0.9969091853522577,0.003090814647768947
21065,1,5.109469998931965e-38,1.0
21066,1,4.3780749841936405e-11,0.9999999999563443
21067,1,0.0019083571595566646,0.998091642840455
21068,0,1.0,8.786518877149664e-46
21069,1,4.685708286540586e-07,0.9999995314293489
21070,0,1.0,1.1606069989765347e-30
21071,1,1.1076904388881273e-07,0.9999998892308274
21072,1,3.6294477221766833e-60,1.0
21073,1,0.00012880516736333913,0.9998711948326501
21074,0,1.0,5.1462491825161676e-96
21075,0,1.0,3.613346703269629e-156
21076,0,1.0,4.736388199918534e-103
21077,0,1.0,5.296056418472627e-133
21078,0,1.0,2.6655353704506285e-120
21079,1,1.5055862749664854e-107,1.0
21080,1,1.4961358067939435e-29,1.0
21081,1,0.10080665721686886,0.899193342783128
21082,0,1.0,1.002175820923037e-17
21083,1,0.16231922625299827,0.837680773747005
21084,1,4.502909569592334e-16,1.0
21085,0,1.0,7.09961599057694e-112
21086,0,1.0,4.339589134343679e-59
21087,1,4.971664733326835e-54,1.0
21088,0,0.9999999999996589,3.263819254334408e-13
21089,1,0.00014267214893871322,0.999857327850834
21090,0,1.0,2.727461814627363e-152
21091,0,0.9999967443075795,3.255692538133121e-06
21092,0,1.0,2.523570512418299e-193
21093,1,0.0,1.0
21094,1,3.8792029663506217e-56,1.0
21095,1,1.3678534080346656e-31,1.0
21096,1,7.929822490273956e-14,1.0
21097,1,0.4495113510009862,0.5504886489990486
21098,0,0.8761338382369538,0.12386616176304592
21099,0,1.0,8.359623514105688e-210
21100,0,1.0,4.790289962594833e-69
21101,0,1.0,7.834827559063122e-113
21102,1,4.390659252201438e-28,1.0
21103,1,3.027683607736362e-08,0.9999999697233766
21104,1,0.3935092341875596,0.6064907658124377
21105,0,1.0,4.560910382948456e-58
21106,0,0.987375726601384,0.01262427339859408
21107,1,1.986516683461462e-66,1.0
21108,0,1.0,4.6284836563186336e-32
21109,0,1.0,0.0
21110,0,1.0,4.838949763783597e-65
21111,0,0.9996205937076376,0.0003794062922357676
21112,0,1.0,5.168977129023289e-18
21113,0,1.0,4.3937919841652455e-117
21114,0,0.9999771106059006,2.2889393877856333e-05
21115,1,2.428675964831637e-35,1.0
21116,0,1.0,2.7964163814640173e-93
21117,1,1.1063055986513769e-21,1.0
21118,0,1.0,8.400554383253126e-138
21119,1,1.0353774725056434e-36,1.0
21120,0,1.0,5.333355886429896e-79
21121,0,1.0,5.394003351616281e-31
21122,0,1.0,0.0
21123,0,0.9875264503524562,0.01247354964751797
21124,0,1.0,1.892804109553121e-94
21125,1,7.518948014866004e-15,1.0
21126,1,0.05939022661475351,0.9406097733852599
21127,0,1.0,1.891404034339938e-48
21128,0,1.0,2.896901971249962e-98
21129,1,1.3134921302234747e-162,1.0
21130,0,1.0,5.374923097225377e-64
21131,0,1.0,1.0781858414458704e-44
21132,1,2.543618497408503e-08,0.999999974563821
21133,1,7.82119211551723e-06,0.999992178807933
21134,0,1.0,9.085638871806859e-83
21135,1,5.431385946398543e-178,1.0
21136,1,1.3355017742955475e-45,1.0
21137,0,0.9999999999693046,3.070394629679435e-11
21138,0,1.0,4.4221191664404815e-76
21139,0,1.0,1.3871364604200217e-39
21140,1,7.58065270594057e-41,1.0
21141,0,0.9891886776784019,0.010811322321631536
21142,1,1.6449527884728649e-44,1.0
21143,0,1.0,5.1410515779910606e-148
21144,1,8.648571705573566e-40,1.0
21145,0,1.0,3.194436175839696e-53
21146,0,0.9999995152844614,4.847155663680238e-07
21147,1,6.864732145083531e-19,1.0
21148,0,0.9999998400849236,1.5991499013664553e-07
21149,1,0.0002245769863700108,0.9997754230136493
21150,0,1.0,3.1043432901912533e-31
21151,0,1.0,8.028702190223721e-37
21152,0,0.991275960411241,0.00872403958885178
21153,1,5.112435514312126e-30,1.0
21154,0,1.0,3.6060811601611233e-153
21155,1,3.20353636282665e-15,1.0
21156,1,2.608213281988992e-13,0.9999999999995453
21157,1,6.111319304374495e-58,1.0
21158,0,1.0,2.1315102119955098e-16
21159,0,1.0,0.0
21160,1,8.158674502576743e-120,1.0
21161,0,0.9998668404722035,0.00013315952815031294
21162,1,4.5590393263492625e-09,0.9999999954407031
21163,1,9.907102959420287e-107,1.0
21164,1,8.856969017211688e-57,1.0
21165,0,1.0,4.666154914654643e-156
21166,1,1.295984016799608e-07,0.9999998704015609
21167,1,1.65835799639093e-13,1.0
21168,1,2.5172272273395245e-08,0.9999999748279155
21169,0,1.0,2.0259417887962165e-101
21170,0,1.0,4.082163907192747e-70
21171,1,2.3476325919310217e-66,1.0
21172,0,1.0,4.985898053184724e-32
21173,0,1.0,8.211607276393273e-132
21174,1,3.825686399494743e-88,1.0
21175,0,1.0,7.792477776216484e-164
21176,1,6.147564575134113e-30,1.0
21177,1,4.620799184916839e-46,1.0
21178,0,1.0,1.0131091898711552e-50
21179,0,1.0,3.2616927997632763e-115
21180,0,1.0,1.24290215583147e-109
21181,1,1.4435613007550228e-41,1.0
21182,1,9.084275119000557e-40,1.0
21183,0,1.0,4.120346331535575e-17
21184,1,0.003292019246270624,0.9967079807537023
21185,1,3.4103993047043337e-06,0.9999965896007726
21186,0,1.0,2.5391094648241984e-44
21187,0,0.999944390851047,5.5609149026765364e-05
21188,0,1.0,4.9754577583544e-45
21189,0,1.0,3.07983783448675e-81
21190,1,1.6558061508132808e-92,1.0
21191,1,6.280090097285545e-05,0.9999371990990273
21192,1,2.789328535243322e-25,1.0
21193,1,1.6201753768995018e-21,1.0
21194,0,1.0,6.849872905134702e-98
21195,0,0.9999996822136205,3.1778636785637397e-07
21196,0,0.9602638865874802,0.03973611341258867
21197,0,1.0,3.468085522851985e-14
21198,0,1.0,7.66829450735958e-24
21199,0,1.0,7.96797373474095e-17
21200,0,1.0,2.996516666108262e-85
21201,0,0.9999999999995453,2.450598556628788e-13
21202,0,1.0,5.936734451162486e-36
21203,0,1.0,6.943835579060261e-29
21204,1,0.47754022886361047,0.5224597711364344
21205,0,1.0,5.520102742666203e-114
21206,0,1.0,6.957595039963217e-15
21207,1,2.1107675771971543e-05,0.9999788923241234
21208,0,1.0,8.518722599624188e-91
21209,0,1.0,6.436199145380831e-27
21210,1,0.004905592757826132,0.9950944072418783
21211,0,1.0,6.698844149883573e-24
21212,1,0.04484126357679063,0.9551587364233509
21213,0,1.0,2.0737819040559603e-71
21214,0,1.0,1.7254754021043463e-26
21215,0,1.0,9.296590671481976e-164
21216,0,1.0,5.68642908573434e-43
21217,0,1.0,1.7057050676573067e-78
21218,0,1.0,6.803008548527145e-16
21219,0,0.9999999944325282,5.56751942926198e-09
21220,0,1.0,1.8230834966350632e-73
21221,0,1.0,4.279888759625973e-68
21222,1,2.3076400109233082e-69,1.0
21223,0,1.0,1.4302651937990535e-83
21224,1,1.0838795629231295e-76,1.0
21225,1,4.618160518940815e-88,1.0
21226,0,1.0,2.6651322216261072e-93
21227,1,2.1545522575716375e-07,0.9999997845448211
21228,0,1.0,2.1395717544331533e-48
21229,0,1.0,1.7311389426811925e-66
21230,0,1.0,1.6404226336319418e-130
21231,1,7.555279372336266e-47,1.0
21232,0,1.0,3.9141304768736377e-109
21233,1,2.6407450218210403e-12,0.9999999999972715
21234,0,1.0,2.363464848770809e-170
21235,0,1.0,1.2384950736585941e-52
21236,0,1.0,2.3789004964771618e-68
21237,1,1.787202293604712e-10,0.9999999998212843
21238,1,0.000273894070815404,0.9997261059291694
21239,1,0.04815567329966062,0.9518443267002498
21240,1,8.540483414231294e-41,1.0
21241,0,1.0,1.1498169173799232e-130
21242,1,1.8423429883165615e-17,1.0
21243,0,0.9999999999995453,5.298586492869333e-13
21244,0,1.0,2.1794458542045637e-208
21245,0,1.0,9.650803466917751e-26
21246,0,1.0,3.8795459764681507e-22
21247,1,2.5228532715170213e-12,0.9999999999974989
21248,0,0.9999999986408739,1.3591197704017064e-09
21249,0,1.0,4.1190921340824975e-48
21250,1,3.1516243398625564e-10,0.9999999996848601
21251,1,1.1406130152796301e-48,1.0
21252,0,0.9999702702049647,2.972979497229024e-05
21253,1,1.994375938461408e-44,1.0
21254,0,0.9999998429034472,1.5709648332273533e-07
21255,1,1.6136988645733028e-06,0.9999983863012235
21256,0,1.0,9.778825043721555e-51
21257,0,0.9999999999852207,1.485937255010637e-11
21258,1,0.0,1.0
21259,0,1.0,1.764242929773132e-34
21260,0,1.0,1.210988887133643e-13
21261,0,1.0,1.063347320337119e-21
21262,0,1.0,1.6483219306945526e-43
21263,0,1.0,6.60865673043999e-32
21264,0,0.5227244601911705,0.47727553980890247
21265,0,1.0,1.785981690850247e-123
21266,0,0.9978640750406,0.002135924959422426
21267,0,1.0,2.0529111404719675e-93
21268,0,1.0,7.861135963684162e-115
21269,0,1.0,1.2514944406486512e-18
21270,1,4.0527679972255016e-05,0.9999594723203649
21271,0,1.0,1.4284048608869067e-21
21272,0,1.0,2.2216803727478395e-89
21273,0,1.0,1.3675480537224175e-128
21274,1,2.780215516047746e-15,1.0
21275,0,1.0,9.106691916265604e-112
21276,1,9.097176697467718e-64,1.0
21277,1,1.909822812842434e-118,1.0
21278,0,1.0,3.274825063248799e-110
21279,1,1.3464267042063867e-16,1.0
21280,0,0.9996072398378997,0.00039276016218706274
21281,0,1.0,7.141547117243161e-38
21282,1,1.426879924442864e-24,1.0
21283,0,1.0,2.6433891786401233e-29
21284,0,1.0,2.3256780130207922e-96
21285,0,1.0,3.1190696035232495e-70
21286,1,2.862739474747977e-07,0.9999997137261244
21287,0,0.9999999970923454,2.9075406107860128e-09
21288,0,0.9808164429534946,0.01918355704650617
21289,0,1.0,7.333496102426319e-80
21290,0,1.0,7.016319944254589e-116
21291,0,1.0,3.7635329675352034e-15
21292,0,1.0,3.765375191552642e-77
21293,1,1.1846453345002376e-55,1.0
21294,0,1.0,7.694368233003514e-16
21295,0,1.0,1.577786792182548e-162
21296,0,1.0,3.448067953800603e-99
21297,1,1.4958575061558002e-08,0.9999999850414271
21298,0,0.9999998271915878,1.7280837855883437e-07
21299,1,9.06861518634582e-25,1.0
21300,1,5.784675506909403e-105,1.0
21301,0,1.0,1.4616120475552892e-34
21302,0,1.0,7.618199554804266e-82
21303,0,1.0,5.74834079028425e-40
21304,1,3.275837977599438e-05,0.9999672416206178
21305,1,2.403899797583469e-19,1.0
21306,0,1.0,1.4204458150382923e-15
21307,0,1.0,1.208658835067037e-65
21308,0,1.0,2.7258151570565902e-14
21309,0,1.0,2.2520500475221504e-15
21310,0,1.0,7.26418416978648e-15
21311,1,5.6486863016991475e-14,1.0
21312,1,9.462945188514713e-07,0.9999990537053166
21313,0,1.0,1.5442159984810393e-101
21314,0,1.0,8.4845018063243e-135
21315,1,2.7459488352355734e-10,0.9999999997253894
21316,0,0.9999999902865966,9.713345534526732e-09
21317,0,1.0,4.229787255547771e-51
21318,0,1.0,2.6692721991435953e-47
21319,0,1.0,1.088781489899395e-63
21320,1,7.149773936753682e-18,1.0
21321,0,1.0,3.2750966241672783e-47
21322,1,5.930458630227559e-118,1.0
21323,1,1.8792153508555897e-45,1.0
21324,1,1.2561569902126153e-11,0.9999999999872671
21325,1,9.858110729926466e-30,1.0
21326,0,1.0,5.124587417399827e-127
21327,0,1.0,3.051646016311481e-73
21328,1,2.5265610502801846e-134,1.0
21329,1,0.0001274587914096816,0.9998725412087432
21330,1,0.49514303720935227,0.5048569627906468
21331,1,0.0005414774043773808,0.99945852259562
21332,1,3.5834673226975596e-18,1.0
21333,0,1.0,1.810048667406895e-17
21334,1,1.4843057469415862e-106,1.0
21335,0,1.0,8.562140972485083e-45
21336,1,3.284134754017682e-79,1.0
21337,0,1.0,1.5321381926326473e-32
21338,1,0.14144425848506734,0.8585557415149158
21339,0,1.0,2.1372719326534455e-39
21340,1,3.701122209448754e-33,1.0
21341,1,1.6528769321082354e-68,1.0
21342,1,3.2187708148814375e-44,1.0
21343,1,0.009960256875773947,0.9900397431242344
21344,0,1.0,5.993353737658704e-111
21345,1,4.7657804027664205e-05,0.9999523421959625
21346,0,1.0,4.221956002542547e-64
21347,0,1.0,4.1095888371349085e-123
21348,1,9.349522359588983e-29,1.0
21349,0,1.0,2.007291097037119e-71
21350,0,1.0,2.0404025212001973e-148
21351,1,8.205764616786512e-17,1.0
21352,0,1.0,1.0402924217824657e-37
21353,1,1.953751718741228e-58,1.0
21354,1,8.078807970265028e-15,1.0
21355,0,1.0,3.89422982871187e-33
21356,1,0.00011022033975988747,0.9998897796601451
21357,0,1.0,2.2837812471883724e-23
21358,0,1.0,0.0
21359,1,1.284539997883253e-21,1.0
21360,0,1.0,5.878387902772206e-134
21361,1,1.7684964524435955e-10,0.9999999998231033
21362,0,1.0,1.3538465842014847e-25
21363,0,1.0,2.0497728417861708e-137
21364,1,7.215627373349057e-75,1.0
21365,1,5.235845593293607e-35,1.0
21366,0,0.9999962046850159,3.7953150073293953e-06
21367,1,0.0,1.0
21368,1,2.676564773857443e-29,1.0
21369,0,1.0,6.128365946481163e-88
21370,1,8.616914772891737e-119,1.0
21371,0,1.0,1.2952226968120898e-98
21372,0,0.9999999999314468,6.85707473818651e-11
21373,1,3.2288110566459513e-41,1.0
21374,1,6.480296680172967e-11,0.9999999999354259
21375,0,1.0,5.419452124973855e-121
21376,0,0.9999999990840251,9.159790945600977e-10
21377,1,1.4396171004309682e-59,1.0
21378,0,0.9999999999995453,3.7395230556546317e-13
21379,0,1.0,6.878738394835592e-26
21380,0,0.9999999999413376,5.875046975697199e-11
21381,0,1.0,3.4619574989536196e-89
21382,1,2.304133460800109e-181,1.0
21383,1,3.0991775028319417e-08,0.9999999690081727
21384,0,1.0,3.501989921200392e-296
21385,1,3.0083188229200286e-22,1.0
21386,1,1.7343240396311846e-28,1.0
21387,1,1.980052434084959e-59,1.0
21388,0,1.0,1.129048523480491e-108
21389,1,0.49795673076923086,0.5020432692307691
21390,1,2.368309362546753e-103,1.0
21391,1,2.327231321791372e-79,1.0
21392,0,1.0,5.7130216981038894e-74
21393,0,1.0,6.335578403045152e-111
21394,0,1.0,3.178749350272817e-34
21395,0,1.0,1.0154872016803528e-91
21396,0,1.0,9.404324416255849e-38
21397,0,0.9999999995604867,4.3954947066974784e-10
21398,1,0.06929317321851623,0.9307068267813159
21399,0,1.0,5.126021520942211e-39
21400,1,1.7849747983023273e-39,1.0
21401,0,0.9999967495844506,3.250415492903094e-06
21402,1,1.437050174132618e-37,1.0
21403,1,2.7863548254182185e-30,1.0
21404,0,1.0,8.75218299888935e-161
21405,0,0.9999999950011897,4.9988254728304186e-09
21406,0,1.0,4.4394236434260444e-70
21407,1,8.089414091201543e-53,1.0
21408,0,1.0,7.14267779754882e-44
21409,0,1.0,7.944832785712432e-17
21410,1,2.0785191250515596e-85,1.0
21411,1,4.5016981365535975e-06,0.9999954983018288
21412,0,1.0,2.3346332339315033e-110
21413,0,1.0,2.843965146569143e-95
21414,0,1.0,6.522733660264918e-128
21415,1,0.49795673076923086,0.5020432692307691
21416,1,8.778775144514349e-89,1.0
21417,0,0.9999983798697422,1.6201303549726453e-06
21418,0,1.0,0.0
21419,1,2.8205169835746452e-14,1.0
21420,1,6.919887875306725e-21,1.0
21421,0,1.0,3.7513408243657063e-56
21422,1,3.539051091776186e-17,1.0
21423,0,1.0,1.5231341311022227e-80
21424,0,1.0,5.481344043448343e-109
21425,0,1.0,1.3071767697776272e-21
21426,1,0.49795673076923086,0.5020432692307691
21427,0,1.0,1.0646448182796824e-46
21428,1,0.0004375975844164869,0.9995624024155847
21429,0,1.0,6.234531116884313e-73
21430,0,0.9999999999995453,4.064940931692746e-13
21431,1,3.6299184515607946e-180,1.0
21432,0,1.0,3.263436822707273e-17
21433,0,0.998492044094251,0.0015079559056533631
21434,1,1.3714958807824584e-11,0.9999999999863576
21435,0,0.9999999999993179,6.567697201993992e-13
21436,0,1.0,2.6982640822342997e-18
21437,1,1.8141097157988788e-93,1.0
21438,0,1.0,2.4590971496511905e-60
21439,1,1.215094936192646e-22,1.0
21440,0,1.0,5.353091569212107e-202
21441,1,4.430364936675778e-104,1.0
21442,1,8.747202126811185e-06,0.9999912527978849
21443,1,2.079344358120788e-39,1.0
21444,0,1.0,5.73914702761715e-55
21445,1,0.0003607683742358061,0.999639231625709
21446,1,0.04368481207139751,0.9563151879286026
21447,0,1.0,8.640806338948023e-98
21448,1,0.030471474484817785,0.9695285255152662
21449,1,7.757765812927827e-12,0.999999999992724
