id,MultinomialNB(),proba_0,proba_1
20988,1,7.491453986335663e-11,0.9999999999251941
20989,0,1.0,3.810986157173274e-39
20990,1,3.477825690570429e-08,0.999999965221719
20991,0,1.0,4.029655487193545e-31
20992,0,1.0,2.0673261303498586e-48
20993,0,0.9999998990887258,1.0091127209719961e-07
20994,1,9.419366265219318e-23,1.0
20995,1,7.111002158656117e-82,1.0
20996,1,1.6654293983875147e-26,1.0
20997,0,0.9999999998964313,1.0354859530352424e-10
20998,1,2.229838141616961e-19,1.0
20999,0,0.9238291132787391,0.07617088672134187
21000,0,1.0,1.0231399349843668e-57
21001,0,0.7569901167696408,0.24300988323035583
21002,0,1.0,1.9424378144554346e-29
21003,1,0.003915932690776522,0.9960840673092274
21004,1,0.261300465611616,0.7386995343883792
21005,1,2.5698660944158823e-05,0.9999743013391494
21006,0,0.796023866668527,0.20397613333145292
21007,1,1.4388489768522936e-25,1.0
21008,0,1.0,8.907012494361777e-56
21009,0,1.0,9.39676775184229e-20
21010,0,1.0,3.261361695419446e-65
21011,1,0.002098215549043628,0.9979017844507531
21012,1,0.24322669788444537,0.7567733021156879
21013,0,1.0,1.4695885990689354e-94
21014,1,4.680807539660183e-77,1.0
21015,1,1.2025125006008518e-14,1.0
21016,1,1.894266849154675e-15,1.0
21017,0,1.0,1.3148200341784578e-26
21018,0,1.0,2.907717828359812e-49
21019,1,1.304565321071946e-162,1.0
21020,0,1.0,3.007282824837017e-144
21021,1,7.889224245566335e-29,1.0
21022,0,1.0,5.716839594750913e-113
21023,0,0.99999988988987,1.1011012090618792e-07
21024,0,1.0,1.1873060532238133e-86
21025,1,7.850199647754708e-22,1.0
21026,1,6.375135200402264e-18,1.0
21027,1,3.234966715325045e-30,1.0
21028,0,1.0,2.5265771817692128e-79
21029,0,1.0,5.823318897551737e-87
21030,0,1.0,1.1503908721756338e-38
21031,0,1.0,2.2582582995937502e-141
21032,1,1.3443510973552345e-28,1.0
21033,0,0.9930756682115446,0.006924331788594513
21034,1,1.0092599278053436e-223,1.0
21035,1,6.344130827807102e-06,0.9999936558693905
21036,1,4.454479921800893e-10,0.9999999995543476
21037,1,6.763406100744944e-169,1.0
21038,0,0.9998432300343785,0.0001567699655440553
21039,0,1.0,4.19773439754421e-36
21040,1,0.02046080498284266,0.9795391950172859
21041,1,2.822926466015193e-117,1.0
21042,0,1.0,3.5130772456556415e-117
21043,1,0.3338337868170014,0.6661662131829945
21044,1,1.8810604929270614e-14,1.0
21045,0,1.0,2.859747551469596e-25
21046,0,0.9999999999974989,2.563617327587096e-12
21047,1,0.0,1.0
21048,0,1.0,2.317718492774161e-43
21049,1,2.885714362294783e-42,1.0
21050,1,8.305281540702927e-19,1.0
21051,1,0.006762218660826334,0.9932377813391823
21052,1,8.050839315618682e-100,1.0
21053,0,1.0,9.548202988995112e-136
21054,1,8.072170890014876e-34,1.0
21055,0,1.0,5.0673388078469294e-45
21056,0,0.9999983797277475,1.6202722608945764e-06
21057,0,0.9999953662207229,4.633779245428793e-06
21058,0,0.9999999999313332,6.85253059658457e-11
21059,1,2.5930345686304996e-130,1.0
21060,0,0.9999983254179293,1.674581920828743e-06
21061,1,8.981388729374662e-05,0.9999101861127562
21062,1,0.002412177795590713,0.9975878222044348
21063,0,1.0,3.3278207714838515e-21
21064,1,0.0002532223709472592,0.999746777629441
21065,1,5.193259978418776e-36,1.0
21066,1,8.776288860517987e-12,0.9999999999913598
21067,1,0.0019564067507149728,0.9980435932492715
21068,0,1.0,6.38513005701391e-48
21069,1,0.0002282495153131627,0.9997717504847515
21070,0,1.0,2.3216237294222655e-38
21071,1,2.037699449341538e-07,0.9999997962300066
21072,1,6.894313554116092e-57,1.0
21073,1,0.0002507728669065528,0.9997492271331037
21074,0,1.0,1.4788902520955715e-91
21075,0,1.0,4.56697816788047e-157
21076,0,1.0,1.498381589123101e-103
21077,0,1.0,2.774474907158303e-134
21078,0,1.0,7.290106590858073e-123
21079,1,7.093401892247524e-105,1.0
21080,1,9.6170608310022e-29,1.0
21081,1,0.09613347726544703,0.9038665227345505
21082,0,1.0,1.1874145724207807e-18
21083,1,0.041294462967113164,0.9587055370329075
21084,1,7.657064577113892e-13,0.9999999999990905
21085,0,1.0,2.0313818967262917e-113
21086,0,1.0,4.2054381891405245e-61
21087,1,9.75941827127836e-45,1.0
21088,0,0.9999999999998863,1.5043432253150314e-13
21089,1,0.24785691991145023,0.7521430800887602
21090,0,1.0,1.816787459802291e-153
21091,0,0.999891915911852,0.00010808408826913964
21092,0,1.0,1.5728795206560365e-197
21093,1,0.0,1.0
21094,1,8.672203234728087e-53,1.0
21095,1,1.2258672022235635e-26,1.0
21096,1,8.715559988552811e-13,0.9999999999990905
21097,0,0.8918791797162222,0.1081208202838744
21098,0,0.8619718518859804,0.13802814811400566
21099,0,1.0,1.114827479131111e-209
21100,0,1.0,3.925832897665833e-68
21101,0,1.0,3.844171067734472e-119
21102,1,3.925599169159037e-28,1.0
21103,1,8.604546554293248e-07,0.999999139545168
21104,1,0.19801344048744432,0.801986559512562
21105,0,1.0,1.115436712323532e-58
21106,0,0.967597332558028,0.032402667441919684
21107,1,7.807262770125109e-67,1.0
21108,0,1.0,3.841894745691275e-33
21109,0,1.0,0.0
21110,0,1.0,1.8471609480734785e-67
21111,0,0.9999932099529782,6.79004717542673e-06
21112,0,1.0,2.6931354738803085e-19
21113,0,1.0,1.1797731200749073e-114
21114,0,0.9999998230932917,1.7690690002704205e-07
21115,1,2.773096257966111e-35,1.0
21116,0,1.0,1.8787357345982347e-96
21117,1,7.0990658139239385e-19,1.0
21118,0,1.0,4.2974146202016004e-138
21119,1,5.640170411110201e-38,1.0
21120,0,1.0,2.5017671975630646e-79
21121,0,1.0,1.5572780567320343e-32
21122,0,1.0,0.0
21123,0,0.9917679703875226,0.008232029612449048
21124,0,1.0,5.295399813284589e-95
21125,1,4.1628465790260555e-12,0.9999999999959073
21126,1,0.20300543822059403,0.7969945617794091
21127,0,1.0,1.8346804529504048e-63
21128,0,1.0,1.659843409893357e-94
21129,1,1.2926118281968782e-163,1.0
21130,0,1.0,1.0820046374536395e-75
21131,0,1.0,2.526314701139146e-43
21132,1,3.3276380959538234e-08,0.9999999667236358
21133,1,7.209611609100535e-06,0.9999927903883877
21134,0,1.0,1.4636085808258823e-77
21135,1,9.768516178804568e-179,1.0
21136,1,9.996990989093423e-44,1.0
21137,0,0.9999999998960902,1.0382497184298079e-10
21138,0,1.0,6.2562051391440806e-80
21139,0,1.0,1.5643763373733032e-41
21140,1,7.581311299753232e-41,1.0
21141,0,0.9985233266812477,0.0014766733187873558
21142,1,1.3551430654835003e-42,1.0
21143,0,1.0,1.834904289107585e-154
21144,1,2.5959785084766424e-44,1.0
21145,0,1.0,5.493419557432913e-58
21146,0,0.9999967485119324,3.251488025016862e-06
21147,1,2.1677476229441335e-13,1.0
21148,0,0.9999998301614286,1.6983867355896807e-07
21149,1,0.00042929100512672776,0.9995707089948843
21150,0,1.0,1.3286032089183051e-36
21151,0,1.0,9.818667521153039e-41
21152,0,0.9983472585756461,0.0016527414244260274
21153,1,5.6519977238079805e-27,1.0
21154,0,1.0,7.571583452387504e-159
21155,1,7.2575986432813e-14,1.0
21156,1,1.9377794102268783e-11,0.9999999999804459
21157,1,4.603922165630543e-71,1.0
21158,0,1.0,4.407423903685344e-17
21159,0,1.0,0.0
21160,1,2.3403171811509402e-114,1.0
21161,0,0.9999999962383299,3.761617079602858e-09
21162,1,2.971127072884321e-07,0.9999997028872245
21163,1,8.109298421689348e-119,1.0
21164,1,1.0167393827615537e-54,1.0
21165,0,1.0,1.3658814141941172e-172
21166,1,1.597276062946385e-07,0.9999998402722795
21167,1,7.966516468892525e-15,1.0
21168,1,0.0019724923549013637,0.9980275076451682
21169,0,1.0,1.2049421723309807e-109
21170,0,1.0,5.834852535396504e-73
21171,1,6.8171044385223805e-62,1.0
21172,0,1.0,3.952180150331729e-34
21173,0,1.0,1.0328824517721866e-132
21174,1,2.0521022991832787e-80,1.0
21175,0,1.0,1.0069261901856413e-163
21176,1,4.2237771002464385e-29,1.0
21177,1,2.203349553904801e-40,1.0
21178,0,1.0,1.781931315843965e-49
21179,0,1.0,1.4994015308946477e-118
21180,0,1.0,2.3662572215065714e-109
21181,1,2.64953382779136e-33,1.0
21182,1,2.8258176474444618e-36,1.0
21183,0,1.0,1.0815745525938464e-19
21184,1,0.0027564449735257507,0.9972435550264525
21185,1,8.601002143930695e-05,0.9999139899786541
21186,0,1.0,1.0092486911517404e-44
21187,0,0.9999738612583481,2.613874161550751e-05
21188,0,1.0,1.1616642275653739e-46
21189,0,1.0,2.1497546342622827e-117
21190,1,2.9755818404377413e-93,1.0
21191,1,2.99103976653163e-05,0.999970089602324
21192,1,7.735444941129995e-18,1.0
21193,1,7.368021427807746e-19,1.0
21194,0,1.0,3.8420439421675617e-100
21195,0,0.9999994645874904,5.354125011062726e-07
21196,1,0.26958235935116787,0.7304176406489774
21197,0,1.0,5.881916911708704e-16
21198,0,1.0,2.6725035095425345e-24
21199,0,1.0,9.927956260687382e-20
21200,0,1.0,1.1628633865365224e-88
21201,0,1.0,2.019222748606293e-15
21202,0,1.0,1.5558109820621943e-37
21203,0,1.0,2.517669449757446e-28
21204,1,0.24781600373794252,0.7521839962620683
21205,0,1.0,1.2634658311274043e-115
21206,0,1.0,2.5439235923001416e-14
21207,0,0.511648548180719,0.48835145181937767
21208,0,1.0,3.834793810704016e-89
21209,0,1.0,7.596615045501849e-30
21210,0,0.6267357387207324,0.3732642612795732
21211,0,1.0,1.7803700371232112e-18
21212,1,0.2200548333653752,0.7799451666346847
21213,0,1.0,6.963278582684668e-68
21214,0,1.0,3.558576659506801e-28
21215,0,1.0,1.923449537558848e-161
21216,0,1.0,9.70143414254131e-45
21217,0,1.0,2.433296178998236e-78
21218,0,1.0,2.4149088083623422e-17
21219,0,0.9999999968099473,3.1900846934340778e-09
21220,0,1.0,1.0052907704087889e-76
21221,0,1.0,8.501860269870155e-69
21222,1,1.6005357528371846e-68,1.0
21223,0,1.0,8.300637273999873e-85
21224,1,3.837535948651164e-74,1.0
21225,1,1.308633729760354e-82,1.0
21226,0,1.0,4.705170599938113e-95
21227,1,2.6138184074043e-07,0.9999997386180781
21228,0,1.0,7.232073066759383e-55
21229,0,1.0,1.3356875018536354e-67
21230,0,1.0,1.6958833284000623e-122
21231,1,2.0517708286000876e-47,1.0
21232,0,1.0,5.077715476517239e-108
21233,1,1.918024889033797e-11,0.9999999999809006
21234,0,1.0,7.523864571846737e-167
21235,0,1.0,1.007629119152349e-55
21236,0,1.0,9.572476594888083e-69
21237,1,4.286501749642607e-10,0.9999999995713438
21238,1,0.17801618720005716,0.8219838127999894
21239,0,0.5767708028995554,0.4232291971004219
21240,1,1.305303457810301e-38,1.0
21241,0,1.0,7.022063197755197e-142
21242,1,8.943641922473453e-12,0.999999999990905
21243,0,0.9999999999972715,2.825164878885816e-12
21244,0,1.0,1.4658539921305997e-203
21245,0,1.0,3.9270051036441565e-21
21246,0,1.0,4.267937860982556e-24
21247,1,4.719647644581324e-11,0.9999999999527063
21248,0,0.9999999987533101,1.2466690537565606e-09
21249,0,1.0,4.1926098899510507e-51
21250,1,3.3571190257401666e-10,0.9999999996642828
21251,1,6.344441437823014e-47,1.0
21252,0,0.9999997146579015,2.85342181449465e-07
21253,1,1.3787345899871527e-43,1.0
21254,0,0.9999999766246221,2.3375435906112895e-08
21255,1,1.700625141218042e-07,0.9999998299372381
21256,0,1.0,8.856277413503083e-51
21257,0,0.9999999999952252,4.7367522099451316e-12
21258,1,8.15168317749822e-308,1.0
21259,0,1.0,5.698372944814547e-33
21260,0,1.0,6.2856884962046e-16
21261,0,1.0,3.611724142648158e-22
21262,0,1.0,3.3393954521119973e-47
21263,0,1.0,5.252923138624636e-32
21264,1,0.1508383452342938,0.8491616547655118
21265,0,1.0,4.530719603882677e-126
21266,0,0.968021169193789,0.03197883080622075
21267,0,1.0,1.4224363024625285e-101
21268,0,1.0,1.1131435030739644e-115
21269,0,1.0,7.873164526302675e-19
21270,1,0.00022777219084468305,0.9997722278092235
21271,0,1.0,7.872596968275256e-25
21272,0,1.0,1.2043375112726056e-85
21273,0,1.0,9.238049743522515e-125
21274,1,4.169623728420083e-15,1.0
21275,0,1.0,9.18447878588296e-120
21276,1,7.903840536707844e-62,1.0
21277,1,1.8335521189478085e-116,1.0
21278,0,1.0,4.335098073816547e-117
21279,1,2.170358626442877e-15,1.0
21280,0,0.9999983378227343,1.6621773065075803e-06
21281,0,1.0,1.9907329650854081e-38
21282,1,5.714599531987621e-24,1.0
21283,0,1.0,4.672746389371523e-28
21284,0,1.0,8.000012580171256e-97
21285,0,1.0,4.799706032653546e-65
21286,1,2.215615432559448e-05,0.999977843845842
21287,0,1.0,3.3439868684690326e-14
21288,0,0.9917539357672196,0.00824606423276831
21289,0,1.0,5.995602246155369e-79
21290,0,1.0,2.0151081309776052e-137
21291,0,1.0,1.5446436591608238e-19
21292,0,1.0,1.762018761069222e-76
21293,1,6.053056313692117e-57,1.0
21294,0,1.0,1.7457462931779527e-17
21295,0,1.0,1.4428761068050028e-160
21296,0,1.0,1.864600123085134e-98
21297,1,3.504444950926652e-08,0.9999999649555782
21298,0,0.9999999523003009,4.769974213711629e-08
21299,1,5.6222377045845245e-24,1.0
21300,1,1.374043401370488e-105,1.0
21301,0,1.0,1.3585805241255873e-36
21302,0,1.0,5.265160377669206e-82
21303,0,1.0,8.16970890709753e-43
21304,1,0.1627044974995085,0.8372955025001116
21305,1,3.533030123166139e-19,1.0
21306,0,1.0,1.3886461488430343e-16
21307,0,1.0,5.56135376538824e-57
21308,0,1.0,1.678113365709272e-13
21309,0,1.0,3.064217088041228e-15
21310,0,1.0,5.002891679065982e-20
21311,1,1.2983930073348708e-14,1.0
21312,1,3.107902142585532e-05,0.9999689209785385
21313,0,1.0,4.904087778488152e-103
21314,0,1.0,4.129186595298726e-139
21315,1,9.832775666137316e-11,0.9999999999016609
21316,0,0.9999908173125338,9.182687457377297e-06
21317,0,1.0,4.114491209516362e-54
21318,0,1.0,5.4279737491289e-49
21319,0,1.0,9.354263784698223e-63
21320,1,1.8396543307701457e-16,1.0
21321,0,1.0,5.80888947091468e-46
21322,1,1.4014624902965926e-122,1.0
21323,1,1.999735566813642e-33,1.0
21324,0,0.9038603961206209,0.09613960387896245
21325,1,3.6799788787401694e-28,1.0
21326,0,1.0,9.347753436813795e-121
21327,0,1.0,4.883178575553172e-77
21328,1,2.7383655509424976e-132,1.0
21329,1,0.00018620573844110828,0.9998137942614607
21330,0,0.5111640567897583,0.48883594321024154
21331,1,0.00038779436325609004,0.9996122056367569
21332,1,5.5477466951624394e-11,0.9999999999445208
21333,0,1.0,5.632055932181413e-16
21334,1,1.14667174785207e-100,1.0
21335,0,1.0,8.539741362584863e-46
21336,1,4.239719553360017e-77,1.0
21337,0,1.0,5.495287008547736e-35
21338,1,0.305117000897913,0.694882999102039
21339,0,1.0,1.75166586139256e-45
21340,1,9.191317639190775e-29,1.0
21341,1,8.358411330584722e-65,1.0
21342,1,3.119480848365126e-43,1.0
21343,1,0.2549410926118826,0.7450589073880552
21344,0,1.0,1.6479339987242634e-110
21345,1,0.0002178616166175034,0.9997821383833881
21346,0,1.0,9.912690761090618e-64
21347,0,1.0,8.680058824498988e-126
21348,1,3.926146837574712e-23,1.0
21349,0,1.0,1.4432210593584007e-72
21350,0,1.0,1.0406726617381447e-156
21351,1,5.1591113589281685e-15,1.0
21352,0,1.0,7.036311234035471e-37
21353,1,8.974982514738278e-51,1.0
21354,1,6.734277858182546e-14,1.0
21355,0,1.0,1.217075629777051e-34
21356,1,0.010353930956841551,0.989646069043184
21357,0,1.0,8.498308843312768e-24
21358,0,1.0,0.0
21359,1,2.8101985148881176e-23,1.0
21360,0,1.0,3.5964635125292406e-137
21361,1,3.5885712616334434e-10,0.9999999996412043
21362,0,1.0,1.9930216602375355e-30
21363,0,1.0,4.252221929555227e-149
21364,1,3.3938622036544534e-74,1.0
21365,1,4.931406619677732e-33,1.0
21366,0,0.9999982924046917,1.7075953096363814e-06
21367,1,0.0,1.0
21368,1,1.546022096238358e-24,1.0
21369,0,1.0,1.5032986744208545e-90
21370,1,3.5847267176931125e-115,1.0
21371,0,1.0,1.6623415867775344e-100
21372,0,0.9999999999992042,7.918916918800018e-13
21373,1,5.149503841893636e-38,1.0
21374,1,0.00027836866276789176,0.9997216313367949
21375,0,1.0,7.008351708766763e-125
21376,0,0.9999999985410568,1.4589354013819668e-09
21377,1,2.7589899364276018e-59,1.0
21378,0,1.0,2.4664252450129646e-14
21379,0,1.0,9.724190042369207e-23
21380,0,0.9999999999972715,2.720215856992244e-12
21381,0,1.0,8.33950887679489e-101
21382,1,4.822412459215111e-180,1.0
21383,1,2.2925999878511043e-08,0.9999999770740262
21384,0,1.0,1.6139129574504727e-306
21385,1,1.1172105709834355e-20,1.0
21386,1,2.172972430824261e-25,1.0
21387,1,3.114240284570582e-51,1.0
21388,0,1.0,1.1258539628108502e-107
21389,1,0.4960937500000003,0.5039062499999998
21390,1,4.6171480133495415e-89,1.0
21391,1,2.968335325727298e-73,1.0
21392,0,1.0,6.4270271277432475e-75
21393,0,1.0,2.0460515457914384e-113
21394,0,1.0,5.9879867082664294e-36
21395,0,1.0,5.032911305803697e-92
21396,0,1.0,1.161503261836248e-37
21397,0,0.9999999998894964,1.1044250139117278e-10
21398,0,0.9877763395931298,0.012223660407047124
21399,0,1.0,1.8600623428151708e-39
21400,1,2.9459606078231115e-39,1.0
21401,0,0.9999977388725354,2.261127421522725e-06
21402,1,4.463172046318473e-34,1.0
21403,1,1.8930695474643998e-26,1.0
21404,0,1.0,1.2406371686239937e-158
21405,0,0.9999999999042757,9.582202562995793e-11
21406,0,1.0,6.937222287355671e-68
21407,1,3.080640991404795e-52,1.0
21408,0,1.0,1.1600616776833216e-43
21409,0,1.0,4.873590677123842e-16
21410,1,1.2112880476571297e-89,1.0
21411,1,4.534061178850851e-06,0.9999954659388566
21412,0,1.0,5.5176518414041126e-117
21413,0,1.0,7.301935994314107e-99
21414,0,1.0,5.178539662748159e-128
21415,1,0.4960937500000003,0.5039062499999998
21416,1,4.5482818798110216e-91,1.0
21417,0,0.999995938508681,4.061491417016752e-06
21418,0,1.0,0.0
21419,1,1.0481897924216553e-13,1.0
21420,1,1.3301674681334126e-16,1.0
21421,0,1.0,3.381578497059827e-54
21422,1,2.100481840871376e-17,1.0
21423,0,1.0,3.403402421962651e-80
21424,0,1.0,5.331844945116589e-110
21425,0,1.0,3.2240521212280186e-23
21426,1,0.4960937500000003,0.5039062499999998
21427,0,1.0,3.585891944032318e-49
21428,1,0.0051329097683137145,0.9948670902316871
21429,0,1.0,1.6720708492470278e-68
21430,0,1.0,1.545979127915474e-14
21431,1,4.94709054297535e-166,1.0
21432,0,1.0,4.779309720525573e-19
21433,0,0.9999734000182267,2.6599981848518918e-05
21434,1,3.817869432947261e-10,0.9999999996180122
21435,0,0.9999999999997726,1.320227144304274e-13
21436,0,1.0,2.3167869277839713e-20
21437,1,1.0062949432113018e-88,1.0
21438,0,1.0,6.680242379055192e-58
21439,1,3.448433996598703e-21,1.0
21440,0,1.0,1.0734299781652523e-210
21441,1,2.2329919679592467e-97,1.0
21442,1,0.024795343298734774,0.9752046567011097
21443,1,5.307215558800723e-42,1.0
21444,0,1.0,1.282472506271421e-65
21445,1,0.0021889179525564264,0.9978110820472328
21446,1,0.031824722193946234,0.968175277806057
21447,0,1.0,1.2991063676470932e-88
21448,0,0.5279166746347653,0.4720833253653208
21449,1,7.332808055708996e-12,0.999999999992724
21450,1,1.0635155797793927e-15,1.0
