id,LogisticRegression(),proba_0,proba_1
20864,1,0.00854155780436694,0.9914584421956331
20865,1,1.3046606703759345e-05,0.9999869533932962
20866,1,0.0,1.0
20867,1,2.193186077192877e-08,0.9999999780681392
20868,1,0.0004570411498661109,0.9995429588501339
20869,0,0.9955727015280854,0.0044272984719146416
20870,1,0.029474671607924052,0.970525328392076
20871,1,0.0034131247155975153,0.9965868752844025
20872,1,0.0,1.0
20873,0,0.9999624496308485,3.7550369151540294e-05
20874,0,0.9999999999965686,3.431353315817693e-12
20875,0,0.9999991159555378,8.840444621812114e-07
20876,0,0.999999999643899,3.5610107159881196e-10
20877,0,1.0,1.3313917445372112e-20
20878,1,0.0031713228596640386,0.996828677140336
20879,0,0.9962028090134057,0.003797190986594298
20880,0,1.0,6.143522140093488e-35
20881,1,9.134468598182011e-07,0.9999990865531402
20882,0,0.9942860833844971,0.0057139166155028955
20883,1,3.393136394080898e-08,0.9999999660686361
20884,1,8.881784197001252e-16,0.9999999999999991
20885,1,5.995204332975845e-15,0.999999999999994
20886,1,0.06186149319283152,0.9381385068071685
20887,0,0.9999999999600979,3.9902102220822376e-11
20888,0,0.9844894669351256,0.015510533064874326
20889,0,0.9998548649528239,0.0001451350471760342
20890,1,0.004714424822024221,0.9952855751779758
20891,0,1.0,1.0352172482815309e-22
20892,0,0.9999999999410374,5.896262919524981e-11
20893,1,3.469615910645096e-05,0.9999653038408935
20894,1,0.008875632888146079,0.9911243671118539
20895,0,0.9999999999999871,1.2825136777679495e-14
20896,0,1.0,1.6086549937977918e-17
20897,0,0.9999986776710095,1.3223289905697588e-06
20898,1,2.345444050089185e-08,0.9999999765455595
20899,0,0.8785403025598154,0.12145969744018457
20900,0,0.8457435593323526,0.15425644066764746
20901,1,1.3167245072054357e-13,0.9999999999998683
20902,0,0.7012088487111479,0.2987911512888521
20903,0,0.9999999998872674,1.1273258652731154e-10
20904,0,0.9999999999992151,7.849726229542039e-13
20905,0,1.0,4.125245783060345e-34
20906,1,1.5823120591562656e-11,0.9999999999841769
20907,0,0.9999811873861614,1.8812613838579093e-05
20908,1,0.009452715337173512,0.9905472846628265
20909,1,2.3586030833966376e-06,0.9999976413969166
20910,1,0.00011495408317185873,0.9998850459168281
20911,1,0.001049950630271912,0.9989500493697281
20912,0,0.9999999999998825,1.1742464449564218e-13
20913,0,0.9999999998478887,1.5211134126204334e-10
20914,0,0.9915416520973301,0.008458347902669883
20915,0,0.9996548448668799,0.000345155133120073
20916,0,0.9999999993204097,6.795902400275816e-10
20917,1,0.0,1.0
20918,0,0.9999261102437109,7.388975628911083e-05
20919,1,0.011232732302576598,0.9887672676974234
20920,0,0.6921975232656902,0.3078024767343098
20921,0,0.9999999999924372,7.562825347169655e-12
20922,1,1.0164753749264399e-05,0.9999898352462507
20923,0,0.9992920984359083,0.0007079015640917649
20924,1,0.21593817306447327,0.7840618269355267
20925,1,0.023973086987146508,0.9760269130128535
20926,1,7.81844156083622e-09,0.9999999921815584
20927,0,0.9969230084329076,0.003076991567092405
20928,1,2.7946697767067263e-07,0.9999997205330223
20929,0,0.9999927495266555,7.250473344491248e-06
20930,1,0.001788327908378684,0.9982116720916213
20931,0,0.9999999989256939,1.0743060964318119e-09
20932,1,0.026005316433305614,0.9739946835666944
20933,0,0.9999847975247862,1.5202475213760743e-05
20934,0,0.9999999999962038,3.796187631240163e-12
20935,0,1.0,4.8602494034407555e-31
20936,0,1.0,8.836913448731311e-21
20937,1,0.0,1.0
20938,1,8.291351610389963e-05,0.9999170864838961
20939,1,0.0014916530159942987,0.9985083469840057
20940,1,0.06356736372640115,0.9364326362735989
20941,0,0.9999477185851205,5.228141487948243e-05
20942,1,0.0,1.0
20943,1,9.063580417645323e-05,0.9999093641958235
20944,1,1.3797231768197804e-07,0.9999998620276823
20945,0,0.9999999890284353,1.0971564629196762e-08
20946,1,9.30090009898521e-07,0.9999990699099901
20947,1,0.08265961735940663,0.9173403826405934
20948,0,0.9999999999990672,9.327543336326993e-13
20949,0,0.999999999561662,4.3833800614037333e-10
20950,1,0.00023742357271083758,0.9997625764272892
20951,0,0.9787971230719759,0.02120287692802411
20952,0,1.0,1.4463163529448427e-36
20953,1,0.007543220426783459,0.9924567795732165
20954,0,0.9999999978788504,2.1211496189514206e-09
20955,1,2.8704563080905743e-06,0.9999971295436919
20956,0,0.9999999993081522,6.918478372316585e-10
20957,1,4.7866613380631584e-05,0.9999521333866194
20958,1,0.05240212480269757,0.9475978751973024
20959,1,0.07380272795840914,0.9261972720415909
20960,1,3.303803272070027e-07,0.9999996696196728
20961,1,2.2874997314126233e-06,0.9999977125002686
20962,1,3.2363001167823313e-12,0.9999999999967637
20963,1,2.204902926905561e-13,0.9999999999997795
20964,0,0.9999895670550114,1.0432944988625402e-05
20965,1,0.004955251131691374,0.9950447488683086
20966,1,0.3733093293420007,0.6266906706579993
20967,1,0.023962902441816536,0.9760370975581835
20968,1,0.032370577121909494,0.9676294228780905
20969,0,0.999996775301223,3.2246987769996933e-06
20970,0,0.99939812659339,0.0006018734066100233
20971,0,0.9999999442881069,5.5711893121579964e-08
20972,0,0.9993790116076133,0.0006209883923867202
20973,1,0.00018873131496555118,0.9998112686850344
20974,0,1.0,1.331560382036299e-25
20975,0,0.9999382802122158,6.171978778420108e-05
20976,0,1.0,2.1985063805128486e-24
20977,0,0.9997627639719033,0.00023723602809670795
20978,0,0.9999672286802307,3.2771319769307884e-05
20979,0,0.9999919081608194,8.091839180624929e-06
20980,0,0.9999989693056888,1.030694311239651e-06
20981,0,0.8564166456135165,0.14358335438648345
20982,0,0.9977303562644576,0.0022696437355423675
20983,1,0.0032373700996813914,0.9967626299003186
20984,0,0.9999999999999998,1.6790470660802365e-16
20985,1,0.0009844685122106789,0.9990155314877893
20986,1,0.09847264546051526,0.9015273545394847
20987,0,0.9999999985125797,1.4874203400615332e-09
20988,1,5.406770579030606e-07,0.9999994593229421
20989,0,0.9999999153214123,8.467858767472112e-08
20990,1,0.0006867597457221875,0.9993132402542778
20991,0,0.9998619613334522,0.00013803866654785442
20992,0,0.9999997866744401,2.1332555989679569e-07
20993,0,0.9871474383663481,0.012852561633651838
20994,1,8.117351235625847e-11,0.9999999999188265
20995,1,0.0,1.0
20996,0,0.9938306076666208,0.006169392333379234
20997,1,0.30875945196779997,0.6912405480322
20998,1,4.53621002871607e-07,0.9999995463789971
20999,0,0.9136227188146231,0.08637728118537685
21000,0,0.9999999999672108,3.278916769451963e-11
21001,1,0.048390794621627986,0.951609205378372
21002,0,0.9901895277298872,0.009810472270112738
21003,1,0.03164347230068798,0.968356527699312
21004,1,0.031765011299970225,0.9682349887000298
21005,1,0.003362560514995727,0.9966374394850043
21006,1,0.03769582990226772,0.9623041700977323
21007,1,4.4800430032410077e-10,0.9999999995519957
21008,0,0.9999999999027153,9.728469738709639e-11
21009,1,0.0582299518727043,0.9417700481272957
21010,0,0.9999999999999697,3.029419587714782e-14
21011,1,0.016035314824344615,0.9839646851756554
21012,0,0.9145086568859426,0.08549134311405737
21013,0,0.9999999995444436,4.555564017673469e-10
21014,1,0.005306834683426853,0.9946931653165731
21015,1,1.893897331184391e-07,0.9999998106102669
21016,1,5.215723961060625e-06,0.9999947842760389
21017,0,0.9999999999999997,2.839028585922511e-16
21018,0,0.9999999998868148,1.1318526863934786e-10
21019,1,0.0,1.0
21020,0,0.9999999999994296,5.704707178595776e-13
21021,1,4.4725229186859394e-07,0.9999995527477081
21022,0,1.0,4.926503468411624e-17
21023,0,0.9998669798845151,0.00013302011548485768
21024,0,0.9997282623513172,0.0002717376486828201
21025,1,1.2610969924997661e-06,0.9999987389030075
21026,1,1.998547552795049e-05,0.999980014524472
21027,1,3.6466157427028634e-08,0.9999999635338426
21028,0,1.0,1.659096752759167e-17
21029,0,0.9999999999995998,4.001973752392368e-13
21030,0,0.9999953851178202,4.614882179834013e-06
21031,0,1.0,2.8299533473085997e-18
21032,1,0.009898690401021315,0.9901013095989787
21033,1,2.3071318666634255e-07,0.9999997692868133
21034,1,1.7457146839205961e-12,0.9999999999982543
21035,1,0.0038908514683941853,0.9961091485316058
21036,1,3.237329482264073e-08,0.9999999676267052
21037,1,2.9261038037020626e-12,0.9999999999970739
21038,1,0.010676001680521185,0.9893239983194788
21039,0,0.9999995540437281,4.4595627196336644e-07
21040,1,6.343174208112146e-09,0.9999999936568258
21041,1,6.661338147750939e-16,0.9999999999999993
21042,0,0.9999999999999974,2.528322500128602e-15
21043,1,0.010333870014705093,0.9896661299852949
21044,1,8.687378305616278e-08,0.9999999131262169
21045,0,0.9989208046900958,0.0010791953099041527
21046,0,0.8624034518508121,0.13759654814918784
21047,1,0.0,1.0
21048,0,0.9999994204129937,5.795870062554848e-07
21049,1,3.3180763729157015e-05,0.9999668192362708
21050,1,8.272525557906363e-07,0.9999991727474442
21051,1,0.017442814859092715,0.9825571851409073
21052,1,1.9622081737225017e-12,0.9999999999980378
21053,0,0.9999999999999969,3.1488633200450797e-15
21054,1,0.0005967886054512039,0.9994032113945488
21055,0,0.7768115204962827,0.22318847950371729
21056,0,0.9608710707213676,0.03912892927863242
21057,1,0.13230486521097495,0.867695134789025
21058,1,1.3876078064356534e-10,0.9999999998612392
21059,1,0.0001927678833144597,0.9998072321166855
21060,0,0.9999999852036288,1.4796371268769213e-08
21061,1,0.013893549369955793,0.9861064506300442
21062,1,0.006458586439265668,0.9935414135607343
21063,0,0.9997639362446866,0.00023606375531334733
21064,1,0.007569347187942221,0.9924306528120578
21065,1,4.4874025761920677e-07,0.9999995512597424
21066,1,0.0015006593822867176,0.9984993406177133
21067,1,0.061920465288249904,0.9380795347117501
21068,0,0.9999999999934704,6.529527859178652e-12
21069,1,3.7548426885525288e-06,0.9999962451573114
21070,0,0.9999998309450222,1.690549778450847e-07
21071,1,0.12211967502056464,0.8778803249794354
21072,1,5.0182080713057076e-14,0.9999999999999498
21073,1,0.004684149943587901,0.9953158500564121
21074,0,1.0,6.4779281518606905e-19
21075,0,0.9994780815294095,0.0005219184705904154
21076,0,1.0,7.422471524473861e-23
21077,0,1.0,1.0086729566388738e-22
21078,0,1.0,9.354089188164026e-25
21079,1,1.3486256555950149e-08,0.9999999865137434
21080,1,0.0002960818071724436,0.9997039181928276
21081,1,0.0034564974576569707,0.996543502542343
21082,0,0.6649183665747738,0.33508163342522623
21083,1,0.0003448552784004466,0.9996551447215996
21084,1,6.065025958124082e-07,0.9999993934974042
21085,0,1.0,8.169362626282803e-25
21086,0,0.9999999683349496,3.166505034967319e-08
21087,1,0.0,1.0
21088,0,0.99623490004923,0.003765099950769996
21089,0,0.6675701972848594,0.33242980271514055
21090,0,0.9999999997543932,2.456067318086696e-10
21091,1,0.08826016882378573,0.9117398311762143
21092,0,1.0,1.0207670932953706e-22
21093,1,2.729090065045625e-09,0.9999999972709099
21094,1,2.220446049250313e-15,0.9999999999999978
21095,1,0.002358880810824693,0.9976411191891753
21096,1,1.2522416781290957e-07,0.9999998747758322
21097,1,0.009304825299149,0.990695174700851
21098,1,0.019041757276346494,0.9809582427236535
21099,0,1.0,1.3257518257616437e-18
21100,0,0.9999999999984421,1.557919229946303e-12
21101,0,0.9999999999999999,8.684810222717431e-17
21102,1,0.03810169010411857,0.9618983098958814
21103,1,3.3786155932968853e-06,0.9999966213844067
21104,1,0.05325410725179669,0.9467458927482033
21105,0,0.9999999999320742,6.792573799815689e-11
21106,1,0.16479006814542085,0.8352099318545791
21107,1,2.469922044667783e-10,0.9999999997530078
21108,0,0.9999441457856232,5.585421437681561e-05
21109,0,1.0,9.613229203105555e-52
21110,0,0.9999989901388028,1.009861197274974e-06
21111,0,0.9999853632852511,1.4636714748897743e-05
21112,1,8.17598406199771e-07,0.9999991824015938
21113,0,0.9999999983260424,1.6739576436967462e-09
21114,0,0.968947823737854,0.031052176262145962
21115,1,2.074563453136058e-06,0.9999979254365469
21116,0,1.0,1.0459133474558539e-20
21117,1,6.165454267126336e-07,0.9999993834545733
21118,0,1.0,4.782732432400078e-34
21119,1,1.0250136295297807e-09,0.9999999989749864
21120,0,1.0,7.70240136990136e-20
21121,0,0.99999998322735,1.6772650009431793e-08
21122,0,1.0,9.255824967114235e-38
21123,0,0.9522269199198958,0.04777308008010415
21124,0,0.999998601457076,1.3985429240594885e-06
21125,1,1.2619461031704304e-10,0.9999999998738054
21126,1,0.02962221601873616,0.9703777839812638
21127,0,0.9999998163379057,1.836620942858977e-07
21128,0,0.9999999999999966,3.3970773400118294e-15
21129,1,6.540746427807775e-07,0.9999993459253572
21130,1,2.38578220512764e-08,0.999999976142178
21131,0,0.9999999985399013,1.4600986893112364e-09
21132,1,0.002273754259856209,0.9977262457401438
21133,1,7.832742658686609e-05,0.9999216725734131
21134,0,0.9998614090946832,0.0001385909053167418
21135,1,6.914246912792521e-07,0.9999993085753087
21136,1,8.23993020530045e-05,0.999917600697947
21137,0,0.8270277878649611,0.17297221213503886
21138,0,0.9999999999999983,1.68854990653352e-15
21139,0,0.9998957205429987,0.000104279457001287
21140,1,1.773587253728337e-07,0.9999998226412746
21141,1,0.351033126938739,0.648966873061261
21142,1,7.519663969279833e-08,0.9999999248033603
21143,0,1.0,2.5051586149522855e-18
21144,1,5.268902869559611e-09,0.9999999947310971
21145,0,0.9999986254436071,1.3745563928962343e-06
21146,1,0.37075856980118593,0.6292414301988141
21147,1,7.292609111031467e-06,0.999992707390889
21148,0,0.9994480360015995,0.0005519639984004857
21149,1,0.02335553380571942,0.9766444661942806
21150,0,0.9999999356152309,6.438476907956781e-08
21151,0,0.9999999999283106,7.168947508397255e-11
21152,1,0.006144735076152874,0.9938552649238471
21153,1,1.5793987895307282e-08,0.9999999842060121
21154,0,1.0,4.033071645360676e-18
21155,1,1.763113031127972e-07,0.9999998236886969
21156,1,0.0480771898754524,0.9519228101245476
21157,1,5.848720959766851e-07,0.999999415127904
21158,0,0.9682998727088142,0.031700127291185765
21159,0,1.0,5.223644057932476e-49
21160,1,6.883382752675971e-13,0.9999999999993117
21161,0,0.9907829496076839,0.009217050392316154
21162,1,9.317657756469089e-12,0.9999999999906823
21163,1,1.021405182655144e-14,0.9999999999999898
21164,1,1.1945999744966684e-13,0.9999999999998805
21165,0,1.0,3.474329759586805e-20
21166,1,0.0016213761356490553,0.998378623864351
21167,0,0.9822534734871964,0.017746526512803625
21168,0,0.9979750123528015,0.0020249876471984435
21169,0,0.9999905508561951,9.449143804891046e-06
21170,0,0.9999999975362385,2.4637614926532137e-09
21171,1,2.6201263381153694e-14,0.9999999999999738
21172,0,0.9999839172580729,1.6082741927125272e-05
21173,0,0.9999999999466721,5.3327915367402295e-11
21174,1,6.330491686412643e-13,0.999999999999367
21175,0,1.0,8.304181654375664e-25
21176,0,0.9812857741694848,0.018714225830515133
21177,1,6.441496447351369e-09,0.9999999935585036
21178,0,0.9363562029594122,0.06364379704058777
21179,0,0.9999999999999999,1.2070512210234699e-16
21180,0,0.9999998753282765,1.2467172344490177e-07
21181,1,1.0301537400891903e-11,0.9999999999896985
21182,1,5.441425088292817e-12,0.9999999999945586
21183,0,0.999993819423258,6.180576741901313e-06
21184,1,0.003105973142488838,0.9968940268575112
21185,1,9.167244741092873e-11,0.9999999999083276
21186,0,0.5040659938694345,0.49593400613056543
21187,1,0.03934985261016,0.96065014738984
21188,0,0.9999999999999993,6.421148071313649e-16
21189,0,0.9999999999999999,9.08935890359146e-17
21190,1,0.0,1.0
21191,1,0.03354925538543996,0.96645074461456
21192,1,0.3619678919742805,0.6380321080257195
21193,0,0.9628076151361803,0.037192384863819726
21194,0,0.9999999998175922,1.8240770135283382e-10
21195,0,0.5131451321288898,0.48685486787111015
21196,0,0.9997432651612632,0.0002567348387367744
21197,0,0.9998337151930179,0.00016628480698210426
21198,0,0.99857789981881,0.0014221001811899926
21199,0,0.9999999993590086,6.409913450353109e-10
21200,0,1.0,1.5038170881916895e-22
21201,0,0.9993977973368361,0.0006022026631639044
21202,0,0.9999997194439212,2.805560787956093e-07
21203,0,0.9999999993430827,6.569172882841381e-10
21204,1,0.0033491227358660725,0.9966508772641339
21205,0,0.9999999999903441,9.65599375497564e-12
21206,0,0.9999093462362119,9.065376378817808e-05
21207,0,0.9873816166298831,0.01261838337011686
21208,0,0.9999999999218974,7.810259241612263e-11
21209,0,0.9999999999781436,2.185645776090716e-11
21210,1,8.914310289931393e-09,0.9999999910856897
21211,0,0.9435912451174561,0.0564087548825439
21212,1,0.0013369353522998395,0.9986630646477002
21213,0,0.9999976250088547,2.3749911453220886e-06
21214,0,0.9999760252943588,2.3974705641156988e-05
21215,0,1.0,1.6809996163183516e-29
21216,0,0.9999764211822796,2.357881772042169e-05
21217,0,0.9999999970861748,2.9138252234855016e-09
21218,1,0.3764032422023682,0.6235967577976318
21219,0,0.9999732255528896,2.6774447110413517e-05
21220,0,0.9999999999953756,4.624375368616829e-12
21221,0,1.0,1.2670760186591285e-17
21222,1,2.871520691227758e-06,0.9999971284793088
21223,0,0.9999999999990479,9.521356536299173e-13
21224,1,6.268696672862006e-11,0.999999999937313
21225,1,2.066946613865639e-11,0.9999999999793305
21226,0,1.0,3.756370848212698e-22
21227,1,2.095163913473641e-05,0.9999790483608653
21228,0,0.999999999995226,4.773994344767918e-12
21229,0,0.9999939241641309,6.075835869082501e-06
21230,0,1.0,3.802249454491842e-28
21231,1,0.00096594185372878,0.9990340581462712
21232,0,1.0,2.1908816897365043e-18
21233,1,0.00879013269547746,0.9912098673045225
21234,0,0.9999999999612094,3.879059668625487e-11
21235,0,0.9999999999812424,1.875752041777411e-11
21236,0,0.9999999760735689,2.3926431103433824e-08
21237,1,4.595737102863762e-05,0.9999540426289714
21238,1,0.06565761324490826,0.9343423867550917
21239,0,0.9982292734461558,0.0017707265538442316
21240,1,1.8446417663353643e-06,0.9999981553582337
21241,0,1.0,5.515396558330371e-29
21242,1,4.879653792522198e-05,0.9999512034620748
21243,0,0.9999983712330265,1.6287669735304926e-06
21244,0,1.0,9.405278981748744e-36
21245,0,0.5195594879721688,0.4804405120278313
21246,0,0.9999999689743647,3.102563525418408e-08
21247,1,0.00772552629003842,0.9922744737099616
21248,0,0.9530414941240414,0.04695850587595859
21249,0,0.9999995764066992,4.235933007557824e-07
21250,1,0.004487999353031791,0.9955120006469682
21251,1,1.0749762804573848e-05,0.9999892502371954
21252,1,0.0002598028690484755,0.9997401971309515
21253,1,6.683592301826025e-08,0.999999933164077
21254,0,0.9708542337970056,0.02914576620299436
21255,0,0.9999812876538755,1.8712346124501483e-05
21256,0,0.9999999999999156,8.44212347216624e-14
21257,0,0.9907611551956133,0.00923884480438677
21258,1,0.0,1.0
21259,0,0.9987137483460929,0.001286251653907092
21260,0,0.9999999996165865,3.834135059944949e-10
21261,0,0.9999148321753044,8.516782469554642e-05
21262,0,0.9999999999999997,3.5100985192288784e-16
21263,0,0.9999993760999595,6.239000405014944e-07
21264,1,0.10576516001877168,0.8942348399812283
21265,0,0.9999999999999969,3.1002168463608327e-15
21266,0,0.8998358193003134,0.10016418069968654
21267,0,0.9999999999934508,6.549227618928947e-12
21268,0,0.9999999999896344,1.0365570846411125e-11
21269,0,0.999986088899321,1.3911100679034797e-05
21270,1,5.4642448964914436e-05,0.9999453575510351
21271,0,0.9962794667916055,0.0037205332083944816
21272,0,0.9999999999999996,4.374320269318339e-16
21273,0,1.0,5.4574440777207566e-18
21274,1,0.005061252567696628,0.9949387474323034
21275,0,0.9999999999916762,8.323792503727375e-12
21276,1,4.6629367034256575e-15,0.9999999999999953
21277,1,0.0,1.0
21278,0,1.0,2.8448618174203095e-20
21279,1,1.324879753394903e-05,0.999986751202466
21280,1,0.0088517604499595,0.9911482395500405
21281,0,0.9999204261671726,7.957383282736673e-05
21282,1,2.6442530000170272e-05,0.9999735574699998
21283,0,0.9995830601955576,0.0004169398044423106
21284,0,0.9999999999475138,5.248623114051256e-11
21285,0,0.9999997808879513,2.1911204872381612e-07
21286,1,4.725525432180966e-06,0.9999952744745678
21287,1,0.05657954333252846,0.9434204566674715
21288,1,0.22262453702560403,0.777375462974396
21289,0,0.9999984349004211,1.5650995789044626e-06
21290,0,1.0,1.843499884877916e-27
21291,0,0.9998206359921882,0.00017936400781181082
21292,0,0.9999999999009507,9.904936868674666e-11
21293,1,2.220446049250313e-16,0.9999999999999998
21294,0,0.9999994648373416,5.351626584056854e-07
21295,0,1.0,3.0646545412116676e-23
21296,0,0.9999999990844657,9.155342596753189e-10
21297,1,0.002246948923537273,0.9977530510764627
21298,1,0.00012161972932622778,0.9998783802706738
21299,1,8.158140829550575e-12,0.9999999999918419
21300,1,1.8096635301390052e-13,0.999999999999819
21301,0,0.9999948269122722,5.1730877278946825e-06
21302,0,1.0,3.1221184374119427e-19
21303,0,0.9999999994971069,5.02893082343071e-10
21304,1,0.040110698182108995,0.959889301817891
21305,1,4.876554358212992e-06,0.9999951234456418
21306,0,0.9996872226978436,0.00031277730215637363
21307,0,0.9999999998627622,1.372377315250222e-10
21308,0,1.0,3.285167046747469e-17
21309,0,0.999998191452411,1.8085475890756592e-06
21310,1,0.021741957032252235,0.9782580429677478
21311,1,0.00043032211702431766,0.9995696778829757
21312,1,3.7682016899021065e-06,0.9999962317983101
21313,0,0.9999999999991912,8.088529656766183e-13
21314,0,1.0,1.6907883650144895e-26
21315,1,0.0016455260647516567,0.9983544739352483
21316,1,0.00011999590989053566,0.9998800040901095
21317,0,0.999999994823499,5.176500962586487e-09
21318,0,0.9999885544099049,1.1445590095112678e-05
21319,0,1.0,1.1803990478320194e-26
21320,0,0.9999999872733408,1.2726659148963902e-08
21321,0,0.9975387610864456,0.0024612389135544627
21322,1,3.8631043497439066e-07,0.999999613689565
21323,1,3.4923175462608924e-11,0.9999999999650768
21324,0,0.998987724897912,0.001012275102087985
21325,1,1.0085167355788904e-05,0.9999899148326442
21326,0,0.9999999999999993,7.057830198097987e-16
21327,0,0.9999999999842919,1.5708098158067802e-11
21328,1,1.0917348902683699e-07,0.999999890826511
21329,1,7.963087966800231e-10,0.9999999992036912
21330,1,0.03777917501397732,0.9622208249860227
21331,1,0.005503779737332959,0.994496220262667
21332,0,0.9079308884635836,0.09206911153641635
21333,1,0.00032325508525010704,0.9996767449147499
21334,1,0.0,1.0
21335,0,0.9999999816201304,1.8379869659487082e-08
21336,1,1.6096235455620445e-11,0.9999999999839038
21337,0,0.9999999885084667,1.1491533240602455e-08
21338,1,0.20376791139678907,0.7962320886032109
21339,0,0.9058293247066412,0.09417067529335879
21340,1,0.061699841185777315,0.9383001588142227
21341,1,3.624656130796211e-12,0.9999999999963753
21342,1,2.9673775070460096e-07,0.9999997032622493
21343,0,0.9883228840643169,0.01167711593568312
21344,0,1.0,4.962335787731182e-20
21345,1,0.002206267155879127,0.9977937328441209
21346,0,0.9999999999997853,2.1469313772340926e-13
21347,0,1.0,4.5242616959838656e-26
21348,1,2.78495769778786e-08,0.999999972150423
21349,0,0.9999999999995215,4.784586945851676e-13
21350,0,0.9999999999999996,4.876841534411353e-16
21351,1,0.0002109386807940261,0.999789061319206
21352,0,0.999994984935838,5.015064161920518e-06
21353,1,4.8712360811720146e-09,0.9999999951287639
21354,1,1.0019746032874366e-08,0.999999989980254
21355,0,0.9999995906832123,4.0931678773436757e-07
21356,1,0.0005747467420804675,0.9994252532579195
21357,0,0.9995134867034151,0.00048651329658493044
21358,0,1.0,9.856389812807745e-32
21359,1,5.896436672259142e-10,0.9999999994103563
21360,0,0.9999999999999958,4.177181843753409e-15
21361,1,0.1960997602837682,0.8039002397162318
21362,0,0.9414733817265576,0.05852661827344237
21363,0,1.0,8.485709970326658e-19
21364,1,0.0,1.0
21365,1,6.290513665518915e-09,0.9999999937094863
21366,0,0.9525022087850147,0.047497791214985305
21367,1,9.940492873283802e-12,0.9999999999900595
21368,1,6.661338147750939e-15,0.9999999999999933
21369,0,0.99999999999999,1.0021390716080728e-14
21370,1,2.7161988214174926e-09,0.9999999972838012
21371,0,0.9999999999999986,1.4876496764562665e-15
21372,0,0.684466293756077,0.3155337062439229
21373,0,0.9999999987004173,1.299582687969243e-09
21374,0,0.9999999519826983,4.801730169012843e-08
21375,0,1.0,7.665883115273767e-23
21376,0,0.7735582013851657,0.2264417986148343
21377,1,1.27720056752878e-12,0.9999999999987228
21378,0,0.9840119101293344,0.015988089870665533
21379,0,0.9664244718729273,0.0335755281270726
21380,0,0.9999999256058777,7.439412236242432e-08
21381,0,1.0,2.69732043539471e-19
21382,1,0.0,1.0
21383,1,0.00789486582302501,0.992105134176975
21384,0,1.0,8.873277973009026e-34
21385,1,4.277835626953497e-06,0.999995722164373
21386,1,1.1213252548714081e-13,0.9999999999998879
21387,1,1.4876988529977098e-14,0.9999999999999851
21388,0,0.9999999999540111,4.59888933390302e-11
