id,rnn
21330,1.0809039
21331,0.5762343
21332,0.35475147
21333,0.44195572
21334,0.6714834
21335,0.12131348
21336,0.6542697
21337,0.22757328
21338,0.22655109
21339,0.3747741
21340,0.7713651
21341,0.27218935
21342,0.543441
21343,0.25465977
21344,0.18812545
21345,0.74266404
21346,0.18004557
21347,0.12265018
21348,0.3303506
21349,0.11583089
21350,0.23604728
21351,0.46844605
21352,0.40050977
21353,0.44713137
21354,0.5501254
21355,0.4348405
21356,0.23511402
21357,0.38056418
21358,0.005946911
21359,0.6272684
21360,0.24692702
21361,0.80846006
21362,0.30322644
21363,0.16665624
21364,0.7582664
21365,0.17893887
21366,0.59531826
21367,0.7357951
21368,0.40936565
21369,0.14468826
21370,0.6122519
21371,0.3124341
21372,0.4569096
21373,0.591855
21374,0.27389956
21375,0.29289848
21376,0.036228497
21377,0.53712046
21378,0.24741745
21379,0.17706321
21380,0.57533556
21381,0.36251783
21382,0.4317483
21383,0.6688335
21384,0.1948644
21385,0.4149026
21386,0.7159635
21387,0.5694866
21388,0.22409551
21389,1.1134099
21390,0.42620152
21391,0.5695577
21392,0.36863032
21393,0.25643775
21394,0.46475086
21395,0.27806914
21396,0.11664952
21397,0.24910498
21398,0.2824178
21399,0.07261328
21400,0.45097563
21401,0.190582
21402,0.62945575
21403,0.5801867
21404,0.17986023
21405,0.14431404
21406,0.22692889
21407,0.6662491
21408,0.17959227
21409,0.40147597
21410,0.62058216
21411,0.5608988
21412,0.2952133
21413,0.2441266
21414,0.1442173
21415,1.1134099
21416,0.64268506
21417,0.4933284
21418,0.3764473
21419,0.57363975
21420,0.79920244
21421,0.20491491
21422,0.56510997
21423,0.23036988
21424,0.1730867
21425,0.07205097
21426,1.1134099
21427,0.14667253
21428,0.4664418
21429,0.1294465
21430,0.26886111
21431,0.6732825
21432,0.21889408
21433,0.13679233
21434,0.21796753
21435,0.1453519
21436,0.112112336
21437,0.46965292
21438,0.37152818
21439,0.5772224
21440,0.33896014
21441,0.8788581
21442,0.5231227
21443,0.45537484
21444,0.16125345
21445,0.42852554
21446,1.0518847
21447,0.12556882
21448,0.47331923
21449,0.25588912
21450,0.32048196
21451,0.35303053
21452,0.4026097
21453,0.41956776
21454,0.1322808
21455,0.43882865
21456,0.22814116
21457,0.45171845
21458,0.3499068
21459,0.2629821
21460,0.52940273
21461,0.5077042
21462,0.35334024
21463,0.55515647
21464,0.15490055
21465,0.11855262
21466,0.117221974
21467,0.4005061
21468,0.520881
21469,0.2304092
21470,0.26766837
21471,0.6732804
21472,0.1801135
21473,0.24132271
21474,0.15389603
21475,0.083130725
21476,0.5829146
21477,0.7043505
21478,0.19614568
21479,0.47128594
21480,0.7162366
21481,0.2970467
21482,0.48137814
21483,0.42146003
21484,0.5079306
21485,0.51061845
21486,0.25115997
21487,0.5204084
21488,0.6607772
21489,0.1765157
21490,0.1800433
21491,0.10066226
21492,0.4922321
21493,0.7732711
21494,0.13000593
21495,0.2449178
21496,1.1134099
21497,0.48358208
21498,0.699518
21499,0.23670675
21500,0.3314221
21501,0.38405
21502,0.14087984
21503,0.3986806
21504,0.5399854
21505,0.6439081
21506,0.6377096
21507,0.15909058
21508,0.61573005
21509,0.21709596
21510,0.42576286
21511,0.57903856
21512,0.19888328
21513,0.3339967
21514,0.28091222
21515,0.3532262
21516,0.65875393
21517,1.1134099
21518,0.077486575
21519,0.19836336
21520,0.40996087
21521,0.029213302
21522,0.40436152
21523,0.44904196
21524,0.62970775
21525,0.17327496
21526,0.26706535
21527,0.24299179
21528,0.2966025
21529,0.3947611
21530,0.25631124
21531,0.20131016
21532,0.23567769
21533,0.24875683
21534,0.422384
21535,0.20608394
21536,0.026385527
21537,0.36506087
21538,0.7486245
21539,0.40757805
21540,0.6154636
21541,0.54010457
21542,0.15536977
21543,0.6047033
21544,0.76725596
21545,0.2852765
21546,0.515829
21547,0.15465161
21548,0.5650128
21549,0.25198713
21550,0.73864585
21551,0.8113754
21552,0.6174582
21553,0.17397027
21554,0.11002444
21555,0.52672017
21556,0.39989334
21557,0.14127912
21558,0.5083247
21559,0.9954532
21560,0.43588638
21561,0.2201006
21562,0.24010387
21563,0.28981766
21564,0.7220768
21565,0.6846538
21566,0.30910304
21567,0.3567197
21568,0.4495905
21569,0.25835738
21570,0.5082746
21571,0.81678635
21572,0.17832579
21573,0.44306788
21574,0.281474
21575,0.3465923
21576,0.25978377
21577,0.61100364
21578,1.1134099
21579,0.28426132
21580,0.6569942
21581,0.5277567
21582,0.61665785
21583,0.57832533
21584,0.69728476
21585,0.5950865
21586,0.49800634
21587,0.060804628
21588,0.34526896
21589,0.088013485
21590,0.15095377
21591,0.31582668
21592,0.24773403
21593,0.4820344
21594,0.980092
21595,0.13929574
21596,0.31532136
21597,0.58346456
21598,0.20845175
21599,0.14385013
21600,0.11538168
21601,0.33143312
21602,0.6439568
21603,0.60858893
21604,0.3161382
21605,0.2533849
21606,0.2602847
21607,0.45716682
21608,0.3917398
21609,0.5698994
21610,0.7688309
21611,0.6796884
21612,0.5241848
21613,0.09605566
21614,0.26356548
21615,0.266534
21616,0.17127329
21617,0.11458774
21618,0.52452046
21619,0.280056
21620,0.10922886
21621,0.58737177
21622,0.42372975
21623,0.29382756
21624,0.32611588
21625,0.13033308
21626,0.28591248
21627,0.7606738
21628,0.41320595
21629,0.6389756
21630,0.4074112
21631,0.6228223
21632,0.030246738
21633,0.47101903
21634,0.15018924
21635,1.1134099
21636,0.3343186
21637,0.6349524
21638,0.50285256
21639,0.59196556
21640,0.7393157
21641,0.62109035
21642,0.19190891
21643,0.06770278
21644,0.11706879
21645,0.61449236
21646,0.25081
21647,0.18617722
21648,0.23453723
21649,0.43974537
21650,0.99837625
21651,0.4814221
21652,0.4529803
21653,0.20496316
21654,0.6328257
21655,0.3133081
21656,0.26836056
21657,0.36912152
21658,0.55538845
21659,0.16023965
21660,0.18653412
21661,0.30675465
21662,0.13408464
21663,0.40891844
21664,0.3748659
21665,0.4394487
21666,0.45309716
21667,0.49758625
21668,0.5013616
21669,0.24390662
21670,0.548052
21671,0.30765757
21672,0.17609653
21673,0.7001378
21674,0.46184137
21675,0.47062132
21676,0.50366545
21677,0.3733713
21678,0.6230754
21679,0.35875675
21680,0.38645303
21681,0.5320632
21682,0.31789973
21683,1.0455247
21684,0.81295615
21685,0.22297837
21686,1.0742261
21687,0.62596965
21688,0.5038708
21689,0.4653444
21690,0.29400337
21691,0.3065262
21692,0.51789135
21693,0.3348254
21694,0.4295044
21695,0.47357157
21696,0.2243255
21697,0.27321735
21698,0.12325993
21699,0.60021013
21700,0.5400841
21701,0.270777
21702,0.16575053
21703,0.2580402
21704,0.26044387
21705,0.77215755
21706,0.24480373
21707,0.57573944
21708,0.22235648
21709,0.6850814
21710,0.2840266
21711,0.1552151
21712,0.49491906
21713,0.5247684
21714,0.8190721
21715,0.4321555
21716,0.3423281
21717,0.10355035
21718,0.41257015
21719,0.22925432
21720,0.35577238
21721,0.7483034
21722,0.5263493
21723,0.5249599
21724,0.14048408
21725,0.4569958
21726,0.42201468
21727,0.37514794
21728,0.40968132
21729,0.38919255
21730,0.37047568
21731,0.06728367
21732,0.6161736
21733,0.39720353
21734,0.23983021
21735,0.4056979
21736,0.29410288
21737,0.18807453
21738,0.51951945
21739,0.2765123
21740,0.87844795
21741,0.7640784
21742,0.714873
21743,0.45094705
21744,0.48126698
21745,0.2536382
21746,0.48406285
21747,0.57504874
21748,0.6472122
21749,0.5032895
21750,0.37622383
21751,0.62965834
21752,0.12003586
21753,0.65052676
21754,0.29663804
21755,0.31649727
21756,0.84561616
21757,0.6733619
21758,0.1776287
21759,0.51278424
21760,0.581278
21761,0.14571433
21762,1.1292291
21763,0.37450227
21764,0.23950031
21765,0.3821652
21766,0.3693668
21767,0.042650215
21768,0.13255243
21769,0.2881676
21770,0.19662845
21771,0.3163758
21772,0.42731935
21773,0.18820098
21774,0.27088746
21775,0.38319695
21776,0.3196351
21777,0.13897191
21778,1.1134099
21779,0.15439099
21780,0.23976398
21781,0.29837957
21782,0.5594106
21783,0.39609846
21784,0.52018905
21785,0.5230134
21786,0.34179416
21787,0.23065677
21788,0.070847556
21789,0.44317323
21790,0.7740691
21791,0.40562883
21792,0.15749477
21793,0.5514278
21794,0.45792702
21795,0.16671075
21796,0.5681752
21797,0.30871376
21798,0.6199861
21799,0.33332843
21800,0.2924626
21801,0.58625966
21802,0.47252542
21803,0.78559834
21804,0.3215874
21805,0.20107827
21806,0.5618926
21807,0.46612075
21808,0.4325606
21809,1.0351218
21810,0.5172076
21811,0.506165
21812,0.09049546
21813,0.23811851
21814,0.6454176
21815,0.107386984
21816,0.59291196
21817,0.16546157
21818,0.36900112
21819,0.2685871
21820,0.12796038
21821,0.8894044
21822,0.43800318
21823,0.06610961
21824,0.40676957
21825,0.14015572
21826,0.3687763
21827,0.6689121
21828,0.8361028
21829,0.5587328
21830,0.49627727
21831,0.5618187
21832,0.3108934
21833,0.31761658
21834,0.34870926
21835,0.5115455
21836,0.26959065
21837,0.5732027
21838,0.1994335
21839,0.8027208
21840,0.7704522
21841,0.63389
21842,0.2877607
21843,0.17852426
21844,0.47360054
21845,0.13603868
21846,0.18101563
21847,0.5103348
21848,0.8055458
21849,0.49870718
21850,0.46164563
21851,0.42834824
21852,0.35752714
21853,0.8379558
21854,0.5984973
21855,0.412533
21856,0.33708555
21857,0.5690616
21858,0.14371227
21859,0.31881455
21860,0.20962432
21861,0.23640074
21862,0.4781386
21863,0.6324669
21864,0.2808094
21865,0.5243258
21866,0.63283885
21867,0.36812934
21868,0.2233696
21869,0.60135454
21870,0.46349362
21871,0.15926228
21872,0.12572356
21873,0.39288697
21874,0.54659986
21875,0.64659315
21876,0.044958245
21877,0.14737797
21878,0.54216164
21879,0.5724727
21880,0.14125812
21881,0.48210758
21882,0.2772526
21883,0.48712847
21884,0.27390483
21885,0.13707703
21886,0.2212937
21887,0.12609169
21888,0.35894918
21889,0.18065935
21890,0.6843621
21891,0.19878355
21892,0.31574598
21893,0.33420086
21894,0.18590045
21895,0.38497418
21896,0.38091874
21897,0.6070926
21898,0.25455046
21899,0.52083147
21900,0.2280742
21901,0.5834876
21902,0.6738884
21903,0.6757787
21904,0.39209366
21905,0.5490692
21906,0.586847
21907,0.6006145
21908,0.16232255
21909,0.16896889
21910,0.21466908
21911,0.2871712
21912,0.31883603
21913,0.57460624
21914,0.58386236
21915,0.741658
21916,0.40244645
21917,0.2099302
21918,0.11937735
21919,0.2191214
21920,0.17774516
21921,0.105292656
21922,0.22366768
21923,0.2698081
21924,0.49589735
21925,0.4516186
21926,0.14678918
21927,0.6481496
21928,0.5575553
21929,0.6160418
21930,0.5071096
21931,0.32332468
21932,0.7810921
21933,0.54622316
21934,1.1134099
21935,0.19639507
21936,0.74913645
21937,0.41556904
21938,0.33177868
21939,0.79787815
21940,0.31770828
21941,0.26104817
21942,0.13678327
21943,0.83047664
21944,0.7304893
21945,0.36138502
21946,0.32448524
21947,0.49883282
21948,0.19912258
21949,0.3722794
21950,0.4655052
21951,0.523182
21952,0.33847424
21953,0.107769944
21954,0.5241423
21955,0.65401286
21956,0.33939508
21957,0.66120255
21958,0.21942723
21959,0.15382537
21960,0.59420955
21961,0.097066194
21962,0.2289381
21963,0.3706389
21964,0.23232624
21965,0.696973
21966,0.5223997
21967,0.31699997
21968,0.6938062
21969,0.42453974
21970,0.17968857
21971,0.5680853
21972,0.2549075
21973,0.18640463
21974,0.37368757
21975,0.47963578
21976,0.30679736
21977,0.22164252
21978,0.44588977
21979,0.3327731
21980,0.28068337
21981,0.5591027
21982,0.21760574
21983,0.13934453
21984,0.5764769
21985,0.5897906
21986,0.2646366
21987,0.2577412
21988,0.26132184
21989,0.2447274
21990,0.4921534
21991,0.098390535
21992,0.39719132
21993,0.57188094
21994,0.5924131
21995,0.15563944
21996,0.33432424
21997,0.14184965
21998,0.29091436
21999,0.3643946
22000,0.46353954
22001,0.76999336
22002,0.45765695
22003,0.52992177
22004,0.3429061
22005,0.4839924
22006,0.31198058
22007,0.10935564
22008,0.40797588
22009,0.19586404
22010,0.47503042
22011,0.56205416
22012,0.21682464
22013,0.25687733
22014,0.2596526
22015,0.09491796
22016,0.5343688
22017,0.29544812
22018,0.21304365
22019,0.8643878
22020,0.634844
22021,0.4813626
22022,0.26473284
22023,0.65929824
22024,0.13236332
22025,0.12864903
22026,0.8706819
22027,0.44481295
22028,0.062156092
22029,0.44652337
22030,0.5167713
22031,0.5468696
22032,0.16928437
22033,0.6233677
22034,0.4397697
22035,0.51068527
22036,0.23260383
22037,0.075025745
22038,0.50326425
22039,0.2131282
22040,0.1259793
22041,0.6458448
22042,0.6247596
22043,0.29666284
22044,0.26705742
22045,0.6642282
22046,0.73358554
22047,0.13767812
22048,0.62436527
22049,0.72200006
22050,0.35138252
22051,0.050112624
22052,0.19204554
22053,0.23192386
22054,0.5058547
22055,0.41979924
22056,0.65455776
22057,0.37575206
22058,0.41004133
22059,0.642463
22060,0.51175827
22061,0.66586393
22062,0.3281521
22063,0.22197062
22064,0.27547702
22065,0.7465612
22066,0.45859948
22067,0.19915181
22068,0.09559245
22069,0.56037
22070,0.38406017
22071,0.8027208
22072,0.31378636
22073,0.124661416
22074,0.293688
22075,0.2536622
22076,0.19763723
22077,0.11220845
22078,0.11022346
22079,0.054045513
22080,0.5458178
22081,0.5517147
22082,0.20726794
22083,0.32747912
22084,0.20278631
22085,0.5024809
22086,0.6333868
22087,0.5716538
22088,0.2198993
22089,0.5033596
22090,0.51817006
22091,0.22853184
22092,0.55294245
22093,0.8435783
22094,0.46537235
22095,0.51803267
22096,0.6278475
22097,0.11914792
22098,0.33942768
22099,0.27755514
22100,0.44807297
22101,0.14437035
22102,0.38295186
22103,0.17504525
22104,0.47988182
22105,0.30493256
22106,0.074690655
22107,0.26019603
22108,0.54200625
22109,0.31442168
22110,0.53489774
22111,0.77436644
22112,0.6386577
22113,0.5263437
22114,0.21526463
22115,0.7031542
22116,0.1902943
22117,0.3113341
22118,0.27682123
22119,0.32584676
22120,0.580403
22121,0.54938865
22122,0.91429806
22123,0.7205049
22124,0.50000477
22125,0.10040003
22126,0.5170103
22127,0.28506154
22128,0.21933246
22129,0.13212214
22130,0.5135191
22131,0.47846624
22132,0.37472925
22133,0.5737607
22134,0.2716146
22135,0.26597366
22136,0.10516281
22137,0.15851562
22138,0.3153037
22139,0.14345442
22140,0.10370599
22141,0.32818928
22142,0.53246075
22143,0.23343767
22144,0.5398757
22145,0.30832455
22146,0.3911765
22147,0.72574455
22148,0.30317423
22149,0.481434
22150,0.56848824
22151,0.25457147
22152,0.6656396
22153,0.22740784
22154,0.26078922
22155,0.47331554
22156,0.37588546
22157,0.6976699
22158,0.6441207
22159,0.35271797
22160,0.26837003
22161,0.20781332
22162,0.33978942
22163,0.21676053
22164,0.19850646
22165,0.68797094
22166,0.55876994
22167,0.15287001
22168,0.5640682
22169,0.89697355
22170,0.3840583
22171,0.120111406
22172,0.5915871
22173,0.29359224
22174,0.5961283
22175,0.20131268
22176,0.06295281
22177,0.25756982
22178,0.7840803
22179,0.31958187
22180,0.2945075
22181,0.15296331
22182,0.35541707
22183,0.20568137
22184,0.38926145
22185,0.4260405
22186,0.5414956
22187,0.2639663
22188,0.23175016
22189,0.33808213
22190,0.24226125
22191,0.21905614
22192,0.61246437
22193,0.7290099
22194,0.16146716
22195,0.34200096
22196,0.5438594
22197,0.7888033
22198,1.0840938
22199,0.20067726
22200,0.44796005
22201,0.23424684
22202,0.23496103
22203,0.53052616
22204,0.44341415
22205,0.39230466
22206,0.45757848
22207,0.13122526
22208,0.5313074
22209,0.47241515
22210,0.14209238
22211,0.6639972
22212,0.6715031
22213,0.5761304
22214,0.55892897
22215,0.31665766
22216,0.07811257
22217,0.4391022
22218,0.30337486
22219,0.5828948
22220,0.29789817
22221,0.38641423
22222,0.5003954
22223,0.19076075
22224,0.59165126
22225,0.52377784
22226,0.25278354
22227,0.40789494
22228,0.68241656
22229,0.37392467
22230,0.6142391
22231,0.74173963
22232,0.4713478
22233,0.20233366
22234,0.21757436
22235,0.29260433
22236,0.44680423
22237,0.6351435
22238,0.7459723
22239,0.7764525
22240,0.21981882
22241,0.4290854
22242,0.6494442
22243,0.14105959
22244,0.5000828
22245,0.4330743
22246,0.34720534
22247,0.13718913
22248,0.30353323
22249,0.19402047
22250,0.3086251
22251,0.32334235
22252,0.56608045
22253,0.5367402
22254,0.25712252
22255,0.3698497
22256,0.52153623
22257,0.18537109
22258,0.37188077
22259,0.3421092
22260,0.5426421
22261,0.14653961
22262,0.45612872
22263,0.37663025
22264,0.7524448
22265,0.59620684
22266,0.31178463
22267,0.18023486
22268,0.5228304
22269,0.28853202
22270,0.130336
22271,0.35769045
22272,0.5221661
22273,0.470688
22274,0.15695073
22275,0.6726522
22276,0.6620323
22277,0.28510097
22278,0.6064574
22279,0.35134828
22280,0.06540002
22281,0.24106878
22282,0.5952463
22283,0.6427067
22284,0.2926865
22285,0.45560616
22286,0.63042575
22287,0.33908948
22288,0.38591832
22289,0.6388268
22290,0.17361242
22291,0.2455918
22292,0.17330821
22293,0.3316468
22294,0.35313064
22295,0.89484286
22296,0.4005243
22297,0.21726704
22298,0.3438882
22299,0.6702549
22300,0.5596162
22301,0.8446098
22302,0.22151068
22303,0.16218558
22304,0.6571203
22305,0.92779857
22306,0.61004746
22307,0.4609369
22308,0.20581515
22309,0.14282583
22310,0.1886127
22311,0.1977223
22312,0.28546318
22313,0.22499612
22314,0.49586865
22315,0.73655456
22316,0.58321947
22317,0.20086893
22318,0.34189707
22319,0.20278563
22320,0.30970976
22321,0.7062436
22322,0.17881995
22323,0.22680712
22324,0.5096194
22325,0.6834551
22326,0.70955265
22327,0.18762966
22328,0.37044257
22329,0.5712586
22330,0.6483651
22331,0.5160212
22332,0.18013947
22333,0.64625734
22334,0.97596484
22335,0.42191368
22336,0.4716651
22337,0.21493606
22338,0.6302809
22339,0.37122566
22340,0.30661565
22341,0.5821292
22342,1.0565032
22343,0.43924302
22344,0.22729959
22345,0.15222976
22346,0.47060353
22347,0.34643605
22348,0.25413024
22349,0.11027743
22350,0.64993566
22351,0.05087071
22352,0.4847086
22353,0.8027208
22354,0.48741376
22355,0.38047805
22356,0.6255081
22357,0.66607887
22358,0.33021477
